image_name,lat,lon,date,spectrum
37.337_-119.8695_20220525_Infrared.png,37.337,-119.8695,2022-05-25,Infrared
37.337_-119.8695_20220525_RGB.png,37.337,-119.8695,2022-05-25,RGB
33.1171_-107.9953_20220526_RGB.png,33.1171,-107.9953,2022-05-26,RGB
33.3885_-107.8204_20220526_RGB.png,33.3885,-107.8204,2022-05-26,RGB
33.387_-107.832_20220526_Infrared.png,33.387,-107.832,2022-05-26,Infrared
33.387_-107.832_20220526_RGB.png,33.387,-107.832,2022-05-26,RGB
33.1297_-107.8399_20220526_Infrared.png,33.1297,-107.8399,2022-05-26,Infrared
33.1368_-107.8354_20220526_RGB.png,33.1368,-107.8354,2022-05-26,RGB
33.1326_-107.87_20220526_RGB.png,33.1326,-107.87,2022-05-26,RGB
33.0877_-107.9485_20220526_Infrared.png,33.0877,-107.9485,2022-05-26,Infrared
33.0863_-107.9599_20220526_RGB.png,33.0863,-107.9599,2022-05-26,RGB
30.2598_-93.2773_20220526_RGB.png,30.2598,-93.2773,2022-05-26,RGB
33.0956_-107.9573_20220526_RGB.png,33.0956,-107.9573,2022-05-26,RGB
27.2283_-82.2133_20220526_Infrared.png,27.2283,-82.2133,2022-05-26,Infrared
33.4067_-107.8463_20220526_RGB.png,33.4067,-107.8463,2022-05-26,RGB
33.1119_-107.9968_20220526_RGB.png,33.1119,-107.9968,2022-05-26,RGB
33.3539_-107.9492_20220526_Infrared.png,33.3539,-107.9492,2022-05-26,Infrared
33.3668_-107.9997_20220526_Infrared.png,33.3668,-107.9997,2022-05-26,Infrared
33.3654_-108.0113_20220526_Infrared.png,33.3654,-108.0113,2022-05-26,Infrared
33.3938_-107.859_20220526_Infrared.png,33.3938,-107.859,2022-05-26,Infrared
33.9925_-114.4827_20220526_Infrared.png,33.9925,-114.4827,2022-05-26,Infrared
34.0048_-114.4716_20220526_Infrared.png,34.0048,-114.4716,2022-05-26,Infrared
35.6161_-105.5416_20220526_RGB.png,35.6161,-105.5416,2022-05-26,RGB
35.6175_-105.5308_20220526_RGB.png,35.6175,-105.5308,2022-05-26,RGB
35.5667_-98.4356_20220527_RGB.png,35.5667,-98.4356,2022-05-27,RGB
34.0001_-114.4789_20220527_Infrared.png,34.0001,-114.4789,2022-05-27,Infrared
33.9931_-114.4835_20220527_Infrared.png,33.9931,-114.4835,2022-05-27,Infrared
34.0189_-114.4664_20220527_Infrared.png,34.0189,-114.4664,2022-05-27,Infrared
34.0173_-114.4612_20220527_RGB.png,34.0173,-114.4612,2022-05-27,RGB
33.4213_-110.8571_20220528_Infrared.png,33.4213,-110.8571,2022-05-28,Infrared
31.9989_-81.5471_20220528_RGB.png,31.9989,-81.5471,2022-05-28,RGB
32.0078_-81.5489_20220528_Infrared.png,32.0078,-81.5489,2022-05-28,Infrared
32.0064_-81.5594_20220528_RGB.png,32.0064,-81.5594,2022-05-28,RGB
38.0351_-121.9346_20220528_RGB.png,38.0351,-121.9346,2022-05-28,RGB
34.0254_-114.4499_20220528_RGB.png,34.0254,-114.4499,2022-05-28,RGB
34.0254_-114.4499_20220528_Infrared.png,34.0254,-114.4499,2022-05-28,Infrared
33.0758_-107.8971_20220529_RGB.png,33.0758,-107.8971,2022-05-29,RGB
33.1216_-107.8761_20220529_Infrared.png,33.1216,-107.8761,2022-05-29,Infrared
33.3969_-108.0291_20220529_RGB.png,33.3969,-108.0291,2022-05-29,RGB
33.1101_-107.8341_20220529_Infrared.png,33.1101,-107.8341,2022-05-29,Infrared
31.533_-108.9786_20220529_Infrared.png,31.533,-108.9786,2022-05-29,Infrared
33.0624_-107.8739_20220529_Infrared.png,33.0624,-107.8739,2022-05-29,Infrared
33.1066_-107.882_20220529_Infrared.png,33.1066,-107.882,2022-05-29,Infrared
33.0798_-107.8351_20220530_RGB.png,33.0798,-107.8351,2022-05-30,RGB
33.1059_-107.7451_20220530_Infrared.png,33.1059,-107.7451,2022-05-30,Infrared
33.1112_-107.7749_20220530_Infrared.png,33.1112,-107.7749,2022-05-30,Infrared
33.1138_-107.754_20220530_Infrared.png,33.1138,-107.754,2022-05-30,Infrared
33.1338_-107.759_20220530_Infrared.png,33.1338,-107.759,2022-05-30,Infrared
33.1074_-107.8485_20220530_Infrared.png,33.1074,-107.8485,2022-05-30,Infrared
31.5133_-108.9885_20220530_Infrared.png,31.5133,-108.9885,2022-05-30,Infrared
33.0597_-107.9554_20220530_Infrared.png,33.0597,-107.9554,2022-05-30,Infrared
33.1008_-107.8364_20220530_RGB.png,33.1008,-107.8364,2022-05-30,RGB
33.0696_-107.8285_20220530_Infrared.png,33.0696,-107.8285,2022-05-30,Infrared
33.0574_-107.8974_20220530_RGB.png,33.0574,-107.8974,2022-05-30,RGB
33.0523_-107.9263_20220530_Infrared.png,33.0523,-107.9263,2022-05-30,Infrared
33.0623_-107.9287_20220530_Infrared.png,33.0623,-107.9287,2022-05-30,Infrared
33.1075_-107.9016_20220530_Infrared.png,33.1075,-107.9016,2022-05-30,Infrared
33.086_-107.7585_20220531_Infrared.png,33.086,-107.7585,2022-05-31,Infrared
33.086_-107.7585_20220531_RGB.png,33.086,-107.7585,2022-05-31,RGB
33.0648_-107.9937_20220531_RGB.png,33.0648,-107.9937,2022-05-31,RGB
33.0557_-107.9164_20220531_Infrared.png,33.0557,-107.9164,2022-05-31,Infrared
33.0526_-107.8903_20220531_Infrared.png,33.0526,-107.8903,2022-05-31,Infrared
35.8075_-105.5465_20220601_RGB.png,35.8075,-105.5465,2022-06-01,RGB
19.4083_-155.2879_20220604_RGB.png,19.4083,-155.2879,2022-06-04,RGB
19.3993_-155.2864_20220604_Infrared.png,19.3993,-155.2864,2022-06-04,Infrared
19.4134_-155.267_20220604_Infrared.png,19.4134,-155.267,2022-06-04,Infrared
19.4142_-155.2849_20220605_RGB.png,19.4142,-155.2849,2022-06-05,RGB
19.4142_-155.2849_20220605_Infrared.png,19.4142,-155.2849,2022-06-05,Infrared
62.2628_-162.8107_20220605_RGB.png,62.2628,-162.8107,2022-06-05,RGB
63.6594_-153.5676_20220605_RGB.png,63.6594,-153.5676,2022-06-05,RGB
63.6685_-153.5725_20220605_Infrared.png,63.6685,-153.5725,2022-06-05,Infrared
60.9942_-156.1663_20220606_Infrared.png,60.9942,-156.1663,2022-06-06,Infrared
63.6597_-153.5714_20220606_Infrared.png,63.6597,-153.5714,2022-06-06,Infrared
62.2694_-162.8289_20220606_Infrared.png,62.2694,-162.8289,2022-06-06,Infrared
62.3026_-155.352_20220606_Infrared.png,62.3026,-155.352,2022-06-06,Infrared
58.1994_-155.8906_20220606_RGB.png,58.1994,-155.8906,2022-06-06,RGB
62.2862_-155.2701_20220606_RGB.png,62.2862,-155.2701,2022-06-06,RGB
62.2948_-155.3663_20220606_RGB.png,62.2948,-155.3663,2022-06-06,RGB
62.2948_-155.3663_20220606_Infrared.png,62.2948,-155.3663,2022-06-06,Infrared
62.29_-155.2779_20220606_RGB.png,62.29,-155.2779,2022-06-06,RGB
62.3125_-155.3966_20220606_RGB.png,62.3125,-155.3966,2022-06-06,RGB
19.4081_-155.2822_20220606_Infrared.png,19.4081,-155.2822,2022-06-06,Infrared
58.2026_-155.8852_20220606_RGB.png,58.2026,-155.8852,2022-06-06,RGB
62.3123_-155.3791_20220606_RGB.png,62.3123,-155.3791,2022-06-06,RGB
61.5613_-155.9479_20220607_Infrared.png,61.5613,-155.9479,2022-06-07,Infrared
62.1944_-162.9223_20220607_Infrared.png,62.1944,-162.9223,2022-06-07,Infrared
62.2731_-162.6816_20220607_Infrared.png,62.2731,-162.6816,2022-06-07,Infrared
62.2499_-162.7847_20220607_Infrared.png,62.2499,-162.7847,2022-06-07,Infrared
62.226_-162.891_20220607_RGB.png,62.226,-162.891,2022-06-07,RGB
62.2134_-162.9092_20220607_Infrared.png,62.2134,-162.9092,2022-06-07,Infrared
62.2218_-162.8682_20220607_RGB.png,62.2218,-162.8682,2022-06-07,RGB
62.1884_-162.9381_20220607_RGB.png,62.1884,-162.9381,2022-06-07,RGB
62.7209_-156.6158_20220608_RGB.png,62.7209,-156.6158,2022-06-08,RGB
62.7186_-156.6418_20220608_Infrared.png,62.7186,-156.6418,2022-06-08,Infrared
62.7187_-156.5932_20220608_RGB.png,62.7187,-156.5932,2022-06-08,RGB
62.1747_-162.955_20220608_RGB.png,62.1747,-162.955,2022-06-08,RGB
62.1969_-162.9951_20220608_RGB.png,62.1969,-162.9951,2022-06-08,RGB
62.1943_-163.0139_20220608_Infrared.png,62.1943,-163.0139,2022-06-08,Infrared
62.2143_-163.0064_20220608_RGB.png,62.2143,-163.0064,2022-06-08,RGB
62.2395_-162.9613_20220608_RGB.png,62.2395,-162.9613,2022-06-08,RGB
62.2595_-162.9538_20220608_RGB.png,62.2595,-162.9538,2022-06-08,RGB
33.0228_-107.9148_20220608_RGB.png,33.0228,-107.9148,2022-06-08,RGB
61.5683_-157.9693_20220608_Infrared.png,61.5683,-157.9693,2022-06-08,Infrared
61.5664_-157.9239_20220608_RGB.png,61.5664,-157.9239,2022-06-08,RGB
62.2758_-162.9119_20220608_Infrared.png,62.2758,-162.9119,2022-06-08,Infrared
62.6809_-156.6782_20220608_RGB.png,62.6809,-156.6782,2022-06-08,RGB
62.6958_-156.6627_20220608_Infrared.png,62.6958,-156.6627,2022-06-08,Infrared
62.7008_-156.7024_20220608_Infrared.png,62.7008,-156.7024,2022-06-08,Infrared
63.5966_-153.5964_20220608_Infrared.png,63.5966,-153.5964,2022-06-08,Infrared
62.3388_-155.3927_20220608_Infrared.png,62.3388,-155.3927,2022-06-08,Infrared
62.2239_-155.3764_20220608_RGB.png,62.2239,-155.3764,2022-06-08,RGB
62.203_-155.4304_20220608_RGB.png,62.203,-155.4304,2022-06-08,RGB
61.583_-155.7796_20220608_RGB.png,61.583,-155.7796,2022-06-08,RGB
61.5386_-155.9322_20220608_RGB.png,61.5386,-155.9322,2022-06-08,RGB
62.3382_-155.3893_20220608_Infrared.png,62.3382,-155.3893,2022-06-08,Infrared
62.6942_-156.7213_20220608_Infrared.png,62.6942,-156.7213,2022-06-08,Infrared
62.3146_-155.5721_20220608_RGB.png,62.3146,-155.5721,2022-06-08,RGB
62.7151_-156.6245_20220608_RGB.png,62.7151,-156.6245,2022-06-08,RGB
62.6897_-156.6663_20220608_RGB.png,62.6897,-156.6663,2022-06-08,RGB
62.2652_-155.4607_20220608_RGB.png,62.2652,-155.4607,2022-06-08,RGB
60.7868_-156.985_20220608_RGB.png,60.7868,-156.985,2022-06-08,RGB
61.5585_-155.8892_20220608_RGB.png,61.5585,-155.8892,2022-06-08,RGB
61.5467_-155.9015_20220608_Infrared.png,61.5467,-155.9015,2022-06-08,Infrared
62.3112_-155.5279_20220608_RGB.png,62.3112,-155.5279,2022-06-08,RGB
62.309_-155.5545_20220608_Infrared.png,62.309,-155.5545,2022-06-08,Infrared
62.3195_-155.5591_20220608_Infrared.png,62.3195,-155.5591,2022-06-08,Infrared
62.337_-155.4794_20220608_Infrared.png,62.337,-155.4794,2022-06-08,Infrared
62.7228_-156.6637_20220608_RGB.png,62.7228,-156.6637,2022-06-08,RGB
61.4441_-154.9937_20220608_Infrared.png,61.4441,-154.9937,2022-06-08,Infrared
61.5144_-155.8608_20220608_Infrared.png,61.5144,-155.8608,2022-06-08,Infrared
61.5246_-155.8647_20220608_Infrared.png,61.5246,-155.8647,2022-06-08,Infrared
61.5223_-155.8899_20220608_Infrared.png,61.5223,-155.8899,2022-06-08,Infrared
61.5419_-155.7929_20220608_RGB.png,61.5419,-155.7929,2022-06-08,RGB
61.5377_-155.9012_20220608_RGB.png,61.5377,-155.9012,2022-06-08,RGB
61.5527_-158.0432_20220608_RGB.png,61.5527,-158.0432,2022-06-08,RGB
62.1802_-155.433_20220608_RGB.png,62.1802,-155.433,2022-06-08,RGB
62.1989_-155.4689_20220608_RGB.png,62.1989,-155.4689,2022-06-08,RGB
62.2294_-155.3676_20220608_RGB.png,62.2294,-155.3676,2022-06-08,RGB
61.4132_-155.0618_20220609_Infrared.png,61.4132,-155.0618,2022-06-09,Infrared
61.4521_-155.0236_20220609_Infrared.png,61.4521,-155.0236,2022-06-09,Infrared
61.4481_-155.0442_20220609_Infrared.png,61.4481,-155.0442,2022-06-09,Infrared
61.5358_-155.7669_20220609_Infrared.png,61.5358,-155.7669,2022-06-09,Infrared
61.225_-159.3972_20220609_Infrared.png,61.225,-159.3972,2022-06-09,Infrared
61.225_-159.3972_20220609_RGB.png,61.225,-159.3972,2022-06-09,RGB
61.536_-158.0558_20220609_RGB.png,61.536,-158.0558,2022-06-09,RGB
62.1589_-155.4642_20220609_RGB.png,62.1589,-155.4642,2022-06-09,RGB
62.1887_-155.4172_20220609_RGB.png,62.1887,-155.4172,2022-06-09,RGB
62.2065_-155.3423_20220609_RGB.png,62.2065,-155.3423,2022-06-09,RGB
62.2489_-155.2833_20220609_RGB.png,62.2489,-155.2833,2022-06-09,RGB
62.2373_-155.3449_20220609_RGB.png,62.2373,-155.3449,2022-06-09,RGB
62.2216_-155.4275_20220609_Infrared.png,62.2216,-155.4275,2022-06-09,Infrared
62.254_-155.4773_20220609_Infrared.png,62.254,-155.4773,2022-06-09,Infrared
62.254_-155.4773_20220609_RGB.png,62.254,-155.4773,2022-06-09,RGB
62.343_-155.468_20220609_RGB.png,62.343,-155.468,2022-06-09,RGB
62.6812_-156.764_20220609_Infrared.png,62.6812,-156.764,2022-06-09,Infrared
61.4004_-154.9483_20220609_Infrared.png,61.4004,-154.9483,2022-06-09,Infrared
61.1682_-156.0852_20220609_Infrared.png,61.1682,-156.0852,2022-06-09,Infrared
60.8911_-157.2061_20220609_Infrared.png,60.8911,-157.2061,2022-06-09,Infrared
60.8668_-157.2119_20220609_Infrared.png,60.8668,-157.2119,2022-06-09,Infrared
60.8906_-157.2011_20220609_Infrared.png,60.8906,-157.2011,2022-06-09,Infrared
62.1809_-163.001_20220609_Infrared.png,62.1809,-163.001,2022-06-09,Infrared
60.8659_-157.2196_20220609_RGB.png,60.8659,-157.2196,2022-06-09,RGB
60.8659_-157.2196_20220609_Infrared.png,60.8659,-157.2196,2022-06-09,Infrared
62.3456_-155.4647_20220609_RGB.png,62.3456,-155.4647,2022-06-09,RGB
31.5959_-108.9956_20220609_Infrared.png,31.5959,-108.9956,2022-06-09,Infrared
34.9926_-108.1235_20220609_RGB.png,34.9926,-108.1235,2022-06-09,RGB
60.7138_-157.015_20220609_RGB.png,60.7138,-157.015,2022-06-09,RGB
60.722_-157.0131_20220609_Infrared.png,60.722,-157.0131,2022-06-09,Infrared
60.7121_-157.0222_20220609_RGB.png,60.7121,-157.0222,2022-06-09,RGB
62.1767_-163.0832_20220609_Infrared.png,62.1767,-163.0832,2022-06-09,Infrared
62.3556_-155.415_20220609_Infrared.png,62.3556,-155.415,2022-06-09,Infrared
62.3535_-155.4225_20220609_Infrared.png,62.3535,-155.4225,2022-06-09,Infrared
62.3439_-155.4333_20220609_Infrared.png,62.3439,-155.4333,2022-06-09,Infrared
62.2766_-155.2454_20220609_Infrared.png,62.2766,-155.2454,2022-06-09,Infrared
61.5364_-155.8072_20220609_Infrared.png,61.5364,-155.8072,2022-06-09,Infrared
61.5436_-157.968_20220609_RGB.png,61.5436,-157.968,2022-06-09,RGB
61.5442_-158.0771_20220609_RGB.png,61.5442,-158.0771,2022-06-09,RGB
61.5245_-157.9843_20220609_Infrared.png,61.5245,-157.9843,2022-06-09,Infrared
