date,latitude,longitude,precipitation,wind_speed,wind_direction
20220507,35.6271,-105.4527,0.0,6.91,276.0
20220508,35.6271,-105.4527,0.0,9.23,255.4
20220509,35.6271,-105.4527,0.0,9.08,260.9
20220720,45.39,-114.1511,0.0,2.15,295.1
20220721,45.39,-114.1511,0.0,1.76,299.6
20220722,45.39,-114.1511,0.0,2.53,307.0
20220503,35.9337,-105.4462,0.35,4.34,222.8
20220504,35.9337,-105.4462,0.03,4.4,281.8
20220505,35.9337,-105.4462,0.05,4.06,298.5
20220702,65.8485,-143.0613,1.14,1.22,142.8
20220703,65.8485,-143.0613,0.55,0.86,158.2
20220704,65.8485,-143.0613,1.93,0.96,250.2
20220608,62.7186,-156.6418,0.07,2.85,37.7
20220609,62.7186,-156.6418,0.0,3.15,25.1
20220610,62.7186,-156.6418,0.14,2.25,0.3
20220614,32.9623,-107.8238,0.33,4.29,269.3
20220615,32.9623,-107.8238,0.0,2.93,258.4
20220616,32.9623,-107.8238,0.02,2.91,138.1
20220423,35.8155,-105.417,0.0,6.75,285.6
20220424,35.8155,-105.417,0.09,2.96,254.2
20220425,35.8155,-105.417,0.77,3.22,204.9
20220616,35.4174,-111.4578,0.0,3.88,220.8
20220617,35.4174,-111.4578,0.0,6.42,206.7
20220618,35.4174,-111.4578,0.38,6.91,199.3
20220705,66.6414,-150.6909,0.44,2.28,280.7
20220706,66.6414,-150.6909,1.79,1.61,79.2
20220707,66.6414,-150.6909,13.44,1.13,351.9
20220530,33.1059,-107.7451,0.0,5.67,250.9
20220531,33.1059,-107.7451,0.0,4.36,245.5
20220601,33.1059,-107.7451,0.0,3.57,256.0
20220423,35.782,-105.3558,0.0,6.75,285.6
20220424,35.782,-105.3558,0.09,2.96,254.2
20220425,35.782,-105.3558,0.77,3.22,204.9
20220630,65.1116,-148.4593,0.0,1.13,65.4
20220701,65.1116,-148.4593,0.0,1.45,231.8
20220702,65.1116,-148.4593,0.81,0.86,231.7
20220502,35.6097,-105.3725,0.01,6.57,281.9
20220503,35.6097,-105.3725,0.03,5.24,213.7
20220504,35.6097,-105.3725,0.05,6.12,291.9
20220605,19.4142,-155.2849,0.19,4.29,93.1
20220606,19.4142,-155.2849,0.04,4.26,96.1
20220607,19.4142,-155.2849,0.03,4.55,92.2
20220701,64.2895,-149.6544,0.12,1.6,253.5
20220702,64.2895,-149.6544,0.58,1.25,258.0
20220703,64.2895,-149.6544,0.43,1.04,260.5
20220126,19.408,-155.2844,0.01,4.14,67.1
20220127,19.408,-155.2844,0.04,2.92,104.3
20220128,19.408,-155.2844,0.03,2.93,108.1
20220513,35.9055,-105.4922,0.12,3.5,287.8
20220514,35.9055,-105.4922,0.09,3.09,296.2
20220515,35.9055,-105.4922,0.14,2.64,309.4
20220425,34.3564,-112.4606,0.0,3.61,62.6
20220426,34.3564,-112.4606,0.0,3.84,174.6
20220427,34.3564,-112.4606,0.0,4.36,208.4
20220723,37.5103,-119.8797,0.0,1.88,269.1
20220724,37.5103,-119.8797,0.0,2.04,263.8
20220725,37.5103,-119.8797,0.02,1.98,247.6
20220610,60.6668,-157.0026,0.0,4.71,356.5
20220611,60.6668,-157.0026,0.09,3.14,218.2
20220612,60.6668,-157.0026,1.7,3.35,196.4
20220609,60.835,-157.2343,0.06,4.39,7.8
20220610,60.835,-157.2343,0.01,3.64,359.1
20220611,60.835,-157.2343,0.03,2.28,288.6
20220610,61.1782,-159.346,0.04,3.73,352.3
20220611,61.1782,-159.346,0.01,2.93,292.9
20220612,61.1782,-159.346,6.55,2.82,229.1
20220718,46.4389,-116.8958,0.0,3.94,265.5
20220719,46.4389,-116.8958,0.0,2.32,100.1
20220720,46.4389,-116.8958,0.0,2.81,257.3
20220610,61.499,-157.981,0.04,3.57,359.2
20220611,61.499,-157.981,0.01,2.83,299.5
20220612,61.499,-157.981,3.1,2.3,220.3
20220608,62.3195,-155.5591,0.06,2.34,37.3
20220609,62.3195,-155.5591,0.02,2.64,22.9
20220610,62.3195,-155.5591,0.16,1.7,13.0
20220701,66.8862,-143.8822,0.0,1.32,132.2
20220702,66.8862,-143.8822,0.2,1.6,94.8
20220703,66.8862,-143.8822,1.44,1.27,143.2
20220507,35.6308,-105.4891,0.0,6.91,276.0
20220508,35.6308,-105.4891,0.0,9.23,255.4
20220509,35.6308,-105.4891,0.0,9.08,260.9
20220708,64.6628,-145.9597,0.26,0.9,186.5
20220709,64.6628,-145.9597,2.49,1.05,124.6
20220710,64.6628,-145.9597,2.17,1.07,31.8
20220705,64.3658,-145.0843,0.58,0.61,288.8
20220706,64.3658,-145.0843,0.64,0.95,151.5
20220707,64.3658,-145.0843,2.89,1.36,224.8
20220718,28.4489,-98.209,0.0,4.9,153.5
20220719,28.4489,-98.209,0.0,6.17,158.4
20220720,28.4489,-98.209,0.0,6.26,145.9
20220705,67.1854,-147.6736,0.21,2.52,272.3
20220706,67.1854,-147.6736,2.73,1.71,59.2
20220707,67.1854,-147.6736,4.09,1.78,16.4
20220501,35.7372,-106.5329,0.01,5.74,214.4
20220502,35.7372,-106.5329,0.07,4.88,287.2
20220503,35.7372,-106.5329,0.0,4.8,232.4
20220525,33.7331,-107.5307,0.01,5.05,318.0
20220526,33.7331,-107.5307,0.0,3.47,324.5
20220527,33.7331,-107.5307,0.0,4.5,253.3
20220311,19.4149,-155.2666,0.12,4.94,79.5
20220312,19.4149,-155.2666,0.06,4.96,73.4
20220313,19.4149,-155.2666,0.03,4.25,73.6
20220610,61.209,-159.2867,0.04,3.73,352.3
20220611,61.209,-159.2867,0.01,2.93,292.9
20220612,61.209,-159.2867,6.55,2.82,229.1
20220629,65.0768,-148.349,0.0,1.71,327.2
20220630,65.0768,-148.349,0.0,1.12,52.9
20220701,65.0768,-148.349,0.11,1.43,193.8
20220620,34.4594,-94.9463,0.0,1.57,125.3
20220621,34.4594,-94.9463,0.0,1.47,143.1
20220622,34.4594,-94.9463,0.01,1.06,100.9
20220711,64.593,-153.5715,0.05,1.89,308.2
20220712,64.593,-153.5715,0.35,1.5,308.9
20220713,64.593,-153.5715,0.15,1.79,288.5
20220610,60.731,-157.2529,0.0,5.14,357.8
20220611,60.731,-157.2529,0.04,2.67,247.2
20220612,60.731,-157.2529,1.94,3.47,207.3
20220723,37.5435,-119.9129,0.0,1.88,269.1
20220724,37.5435,-119.9129,0.0,2.04,263.8
20220725,37.5435,-119.9129,0.02,1.98,247.6
20220613,35.3352,-111.6209,0.0,9.26,226.1
20220614,35.3352,-111.6209,0.0,4.39,246.6
20220615,35.3352,-111.6209,0.0,2.48,259.6
20220612,30.2,-95.2061,0.01,4.25,198.1
20220613,30.2,-95.2061,0.01,4.39,184.1
20220614,30.2,-95.2061,0.07,4.26,169.1
20220126,19.3994,-155.2873,0.01,4.14,67.1
20220127,19.3994,-155.2873,0.04,2.92,104.3
20220128,19.3994,-155.2873,0.03,2.93,108.1
20220516,33.2142,-107.9091,0.0,3.3,256.3
20220517,33.2142,-107.9091,0.0,3.72,264.7
20220518,33.2142,-107.9091,0.0,3.56,270.4
20220501,35.9049,-105.4097,0.2,4.93,210.5
20220502,35.9049,-105.4097,0.17,4.55,276.1
20220503,35.9049,-105.4097,0.35,4.34,222.8
20220302,33.0307,-81.8976,0.0,3.03,280.7
20220303,33.0307,-81.8976,0.01,3.6,269.1
20220304,33.0307,-81.8976,0.01,4.06,66.2
20220609,61.5278,-157.9875,0.0,4.58,18.8
20220610,61.5278,-157.9875,0.04,3.57,359.2
20220611,61.5278,-157.9875,0.01,2.83,299.5
20220318,32.2299,-98.6888,0.0,7.34,329.3
20220319,32.2299,-98.6888,0.0,3.28,182.3
20220320,32.2299,-98.6888,0.0,7.48,167.1
20220702,64.461,-152.0979,0.26,1.33,249.9
20220703,64.461,-152.0979,2.13,1.14,288.3
20220704,64.461,-152.0979,2.95,1.25,259.1
20220613,35.3476,-111.573,0.0,9.26,226.1
20220614,35.3476,-111.573,0.0,4.39,246.6
20220615,35.3476,-111.573,0.0,2.48,259.6
20220708,65.886,-142.2344,0.94,0.82,95.6
20220709,65.886,-142.2344,2.86,0.61,80.9
20220710,65.886,-142.2344,0.7,1.02,84.8
20220428,35.8949,-105.3777,0.0,3.57,260.2
20220429,35.8949,-105.3777,0.02,6.65,286.5
20220430,35.8949,-105.3777,0.11,3.3,276.5
20220608,61.5223,-155.8899,0.32,2.16,14.9
20220609,61.5223,-155.8899,0.29,2.47,7.5
20220610,61.5223,-155.8899,0.05,2.2,359.5
20220613,32.9737,-107.8391,0.03,4.88,276.7
20220614,32.9737,-107.8391,0.33,4.29,269.3
20220615,32.9737,-107.8391,0.0,2.93,258.4
20220629,62.3998,-155.0907,0.16,1.42,22.0
20220630,62.3998,-155.0907,0.58,1.3,196.0
20220701,62.3998,-155.0907,0.08,1.38,212.8
20220613,35.3402,-111.6107,0.0,9.26,226.1
20220614,35.3402,-111.6107,0.0,4.39,246.6
20220615,35.3402,-111.6107,0.0,2.48,259.6
20220711,64.6575,-153.628,0.05,1.89,308.2
20220712,64.6575,-153.628,0.35,1.5,308.9
20220713,64.6575,-153.628,0.15,1.79,288.5
20220301,26.8064,-97.5613,0.0,2.97,76.7
20220302,26.8064,-97.5613,0.0,2.92,89.3
20220303,26.8064,-97.5613,0.0,3.05,104.3
20220724,37.5788,-119.9121,0.0,2.04,263.8
20220725,37.5788,-119.9121,0.02,1.98,247.6
20220726,37.5788,-119.9121,0.1,1.88,269.0
20220502,35.6538,-105.4395,0.01,6.57,281.9
20220503,35.6538,-105.4395,0.03,5.24,213.7
20220504,35.6538,-105.4395,0.05,6.12,291.9
20220610,62.1022,-155.4318,0.05,1.98,13.7
20220611,62.1022,-155.4318,0.91,1.43,212.5
20220612,62.1022,-155.4318,0.91,2.2,178.2
20220723,37.4998,-119.8705,0.0,1.88,269.1
20220724,37.4998,-119.8705,0.0,2.04,263.8
20220725,37.4998,-119.8705,0.02,1.98,247.6
20220628,66.0075,-142.8665,4.31,1.33,294.2
20220629,66.0075,-142.8665,0.0,1.56,258.1
20220630,66.0075,-142.8665,0.0,1.09,195.4
20220615,35.4006,-111.5154,0.0,1.59,4.4
20220616,35.4006,-111.5154,0.0,3.88,220.8
20220617,35.4006,-111.5154,0.0,6.42,206.7
20220317,31.1115,-101.3683,0.0,9.24,273.7
20220318,31.1115,-101.3683,0.0,5.35,343.8
20220319,31.1115,-101.3683,0.0,4.66,173.1
20220702,65.0271,-148.5638,0.81,0.86,231.7
20220703,65.0271,-148.5638,1.14,0.72,114.5
20220704,65.0271,-148.5638,1.09,0.83,251.7
20220707,65.8847,-142.384,2.29,1.23,148.4
20220708,65.8847,-142.384,0.94,0.82,95.6
20220709,65.8847,-142.384,2.86,0.61,80.9
20220717,45.15,-114.6717,0.1,2.96,212.5
20220718,45.15,-114.6717,0.0,3.87,261.4
20220719,45.15,-114.6717,0.0,2.39,262.7
20220327,31.2509,-97.6321,0.0,6.3,198.6
20220328,31.2509,-97.6321,0.0,7.37,184.0
20220329,31.2509,-97.6321,3.05,9.54,178.7
20220412,35.7386,-105.3816,0.11,10.92,255.2
20220413,35.7386,-105.3816,0.0,7.68,290.3
20220414,35.7386,-105.3816,0.0,5.16,269.0
20220610,62.0865,-155.4655,0.05,1.98,13.7
20220611,62.0865,-155.4655,0.91,1.43,212.5
20220612,62.0865,-155.4655,0.91,2.2,178.2
20220211,43.0475,-124.2407,0.02,3.04,51.4
20220212,43.0475,-124.2407,0.05,2.29,145.0
20220213,43.0475,-124.2407,0.19,3.1,195.6
20220530,33.1112,-107.7749,0.0,5.67,250.9
20220531,33.1112,-107.7749,0.0,4.36,245.5
20220601,33.1112,-107.7749,0.0,3.57,256.0
20220318,32.2335,-98.6492,0.0,7.34,329.3
20220319,32.2335,-98.6492,0.0,3.28,182.3
20220320,32.2335,-98.6492,0.0,7.48,167.1
20220508,35.7968,-106.4045,0.0,6.79,247.1
20220509,35.7968,-106.4045,0.0,6.57,252.3
20220510,35.7968,-106.4045,0.0,4.15,218.1
20220629,62.4697,-155.5268,0.19,1.39,16.4
20220630,62.4697,-155.5268,0.42,1.36,183.9
20220701,62.4697,-155.5268,0.04,1.56,199.6
20220502,35.6495,-105.3218,0.01,6.57,281.9
20220503,35.6495,-105.3218,0.03,5.24,213.7
20220504,35.6495,-105.3218,0.05,6.12,291.9
20220217,37.2353,-118.2999,0.0,1.51,22.2
20220218,37.2353,-118.2999,0.0,1.85,14.2
20220219,37.2353,-118.2999,0.0,1.08,270.2
20220428,35.7403,-105.4466,0.0,5.03,265.6
20220429,35.7403,-105.4466,0.0,8.81,291.8
20220430,35.7403,-105.4466,0.11,4.21,277.3
20220614,32.9769,-107.8253,0.33,4.29,269.3
20220615,32.9769,-107.8253,0.0,2.93,258.4
20220616,32.9769,-107.8253,0.02,2.91,138.1
20220502,35.9528,-105.4262,0.17,4.55,276.1
20220503,35.9528,-105.4262,0.35,4.34,222.8
20220504,35.9528,-105.4262,0.03,4.4,281.8
20220609,62.3439,-155.4333,0.02,2.64,22.9
20220610,62.3439,-155.4333,0.16,1.7,13.0
20220611,62.3439,-155.4333,0.52,1.28,260.1
20220501,35.6566,-105.4707,0.05,6.23,215.0
20220502,35.6566,-105.4707,0.01,6.57,281.9
20220503,35.6566,-105.4707,0.03,5.24,213.7
20220607,62.2499,-162.7847,0.05,4.34,50.0
20220608,62.2499,-162.7847,0.0,4.3,43.7
20220609,62.2499,-162.7847,0.11,3.58,47.1
20220530,33.0597,-107.9554,0.0,5.13,263.7
20220531,33.0597,-107.9554,0.0,3.44,256.4
20220601,33.0597,-107.9554,0.0,3.01,272.8
20220429,35.7599,-106.4757,0.15,6.05,289.4
20220430,35.7599,-106.4757,0.05,3.21,283.7
20220501,35.7599,-106.4757,0.04,5.1,215.9
20220409,36.9253,-96.6188,0.0,5.78,186.5
20220410,36.9253,-96.6188,0.13,6.32,212.4
20220411,36.9253,-96.6188,2.93,5.65,56.2
20220707,32.0194,-97.7202,0.0,4.51,175.1
20220708,32.0194,-97.7202,0.0,4.07,185.7
20220709,32.0194,-97.7202,0.15,2.64,199.2
20220626,63.848,-152.7754,0.02,2.15,210.8
20220627,63.848,-152.7754,2.06,1.57,269.7
20220628,63.848,-152.7754,0.89,1.33,342.5
20220701,64.2937,-149.4651,0.12,1.6,253.5
20220702,64.2937,-149.4651,0.58,1.25,258.0
20220703,64.2937,-149.4651,0.43,1.04,260.5
20220312,19.411,-155.2839,0.06,4.96,73.4
20220313,19.411,-155.2839,0.03,4.25,73.6
20220314,19.411,-155.2839,0.02,4.14,86.6
20220331,27.3097,-97.9637,0.0,3.66,78.3
20220401,27.3097,-97.9637,0.0,4.87,108.7
20220402,27.3097,-97.9637,0.0,3.59,72.2
20220502,35.7432,-105.4149,0.01,6.57,281.9
20220503,35.7432,-105.4149,0.03,5.24,213.7
20220504,35.7432,-105.4149,0.05,6.12,291.9
20220607,61.5613,-155.9479,2.06,0.98,213.6
20220608,61.5613,-155.9479,0.16,2.09,19.0
20220609,61.5613,-155.9479,0.22,2.72,3.3
20220620,37.5124,-112.3345,0.0,2.77,300.7
20220621,37.5124,-112.3345,0.0,4.03,120.0
20220622,37.5124,-112.3345,0.4,1.83,5.2
20220609,60.7238,-157.0058,0.16,4.45,6.7
20220610,60.7238,-157.0058,0.0,4.71,356.5
20220611,60.7238,-157.0058,0.09,3.14,218.2
20220506,48.859,-95.6313,0.03,5.18,164.1
20220507,48.859,-95.6313,0.11,8.56,164.2
20220508,48.859,-95.6313,3.49,7.14,173.4
20220525,37.337,-119.8695,0.0,2.69,200.8
20220526,37.337,-119.8695,0.0,2.88,268.6
20220527,37.337,-119.8695,0.0,2.51,281.2
20220428,35.8965,-105.3668,0.0,3.57,260.2
20220429,35.8965,-105.3668,0.02,6.65,286.5
20220430,35.8965,-105.3668,0.11,3.3,276.5
20220725,37.5453,-119.8126,0.02,1.98,247.6
20220726,37.5453,-119.8126,0.1,1.88,269.0
20220727,37.5453,-119.8126,0.0,2.27,295.0
