date,latitude,longitude,precipitation,wind_speed,wind_direction,Identifier
20220503,35.6262,-105.2916,0.02,5.52,188.9,35.6262_-105.2916_20220503
20220504,35.6262,-105.2916,0.04,6.25,284.6,35.6262_-105.2916_20220504
20220511,36.1262,-105.3472,0.18,4.77,205.7,36.1262_-105.3472_20220511
20220512,36.1262,-105.3472,0.1,4.96,273.6,36.1262_-105.3472_20220512
20220513,36.1262,-105.3472,0.12,3.5,287.8,36.1262_-105.3472_20220513
20220708,64.3572,-145.5596,0.54,1.15,149.4,64.3572_-145.5596_20220708
20220709,64.3572,-145.5596,3.05,1.42,120.0,64.3572_-145.5596_20220709
20220710,64.3572,-145.5596,1.88,1.34,51.8,64.3572_-145.5596_20220710
20220130,38.0066,-95.7266,0.0,3.39,17.8,38.0066_-95.7266_20220130
20220131,38.0066,-95.7266,0.0,4.83,190.3,38.0066_-95.7266_20220131
20220201,38.0066,-95.7266,3.69,6.35,18.5,38.0066_-95.7266_20220201
20220620,37.4981,-112.3694,0.0,2.77,300.7,37.4981_-112.3694_20220620
20220621,37.4981,-112.3694,0.0,4.03,120.0,37.4981_-112.3694_20220621
20220622,37.4981,-112.3694,0.4,1.83,5.2,37.4981_-112.3694_20220622
20220613,35.3714,-111.622,0.0,9.26,226.1,35.3714_-111.622_20220613
20220614,35.3714,-111.622,0.0,4.39,246.6,35.3714_-111.622_20220614
20220615,35.3714,-111.622,0.0,2.48,259.6,35.3714_-111.622_20220615
20220702,63.9491,-153.2465,0.23,1.36,246.4,63.9491_-153.2465_20220702
20220703,63.9491,-153.2465,3.94,0.91,312.6,63.9491_-153.2465_20220703
20220704,63.9491,-153.2465,3.43,0.92,287.0,63.9491_-153.2465_20220704
20220605,62.3201,-155.2891,1.44,1.82,46.1,62.3201_-155.2891_20220605
20220606,62.3201,-155.2891,0.69,1.69,39.9,62.3201_-155.2891_20220606
20220607,62.3201,-155.2891,0.73,1.06,42.9,62.3201_-155.2891_20220607
20220701,67.1197,-147.9373,0.09,1.49,82.3,67.1197_-147.9373_20220701
20220702,67.1197,-147.9373,0.3,1.93,52.6,67.1197_-147.9373_20220702
20220703,67.1197,-147.9373,7.81,2.0,15.9,67.1197_-147.9373_20220703
20220630,63.4837,-141.7872,1.08,1.05,190.3,63.4837_-141.7872_20220630
20220701,63.4837,-141.7872,1.45,1.84,148.3,63.4837_-141.7872_20220701
20220702,63.4837,-141.7872,1.58,1.64,153.2,63.4837_-141.7872_20220702
20220421,36.2815,-104.9888,0.0,3.88,240.0,36.2815_-104.9888_20220421
20220422,36.2815,-104.9888,0.05,8.78,227.7,36.2815_-104.9888_20220422
20220423,36.2815,-104.9888,0.0,8.39,276.8,36.2815_-104.9888_20220423
20220516,33.2154,-107.9153,0.0,3.3,256.3,33.2154_-107.9153_20220516
20220517,33.2154,-107.9153,0.0,3.72,264.7,33.2154_-107.9153_20220517
20220518,33.2154,-107.9153,0.0,3.56,270.4,33.2154_-107.9153_20220518
20220323,39.659,-122.2974,0.0,1.64,158.6,39.659_-122.2974_20220323
20220324,39.659,-122.2974,0.0,2.19,240.7,39.659_-122.2974_20220324
20220325,39.659,-122.2974,0.0,1.8,219.6,39.659_-122.2974_20220325
20220610,62.6202,-156.7234,0.14,2.25,0.3,62.6202_-156.7234_20220610
20220611,62.6202,-156.7234,0.0,2.03,306.2,62.6202_-156.7234_20220611
20220612,62.6202,-156.7234,1.33,1.76,196.6,62.6202_-156.7234_20220612
20220606,62.3057,-155.3707,0.45,1.83,32.7,62.3057_-155.3707_20220606
20220607,62.3057,-155.3707,0.58,1.14,34.8,62.3057_-155.3707_20220607
20220608,62.3057,-155.3707,0.06,2.34,37.3,62.3057_-155.3707_20220608
20220630,63.8836,-152.7133,0.16,1.19,138.4,63.8836_-152.7133_20220630
20220701,63.8836,-152.7133,0.0,1.72,203.0,63.8836_-152.7133_20220701
20220702,63.8836,-152.7133,0.21,1.55,251.5,63.8836_-152.7133_20220702
20220701,64.1922,-149.5923,0.53,2.15,207.7,64.1922_-149.5923_20220701
20220702,64.1922,-149.5923,1.3,1.41,271.0,64.1922_-149.5923_20220702
20220703,64.1922,-149.5923,1.79,1.23,221.3,64.1922_-149.5923_20220703
20220331,27.3264,-97.9781,0.0,3.66,78.3,27.3264_-97.9781_20220331
20220401,27.3264,-97.9781,0.0,4.87,108.7,27.3264_-97.9781_20220401
20220402,27.3264,-97.9781,0.0,3.59,72.2,27.3264_-97.9781_20220402
20220629,65.0697,-148.3972,0.0,1.71,327.2,65.0697_-148.3972_20220629
20220630,65.0697,-148.3972,0.0,1.12,52.9,65.0697_-148.3972_20220630
20220701,65.0697,-148.3972,0.11,1.43,193.8,65.0697_-148.3972_20220701
20220722,45.384,-114.1871,0.0,2.53,307.0,45.384_-114.1871_20220722
20220723,45.384,-114.1871,0.0,1.51,328.1,45.384_-114.1871_20220723
20220724,45.384,-114.1871,0.02,1.88,327.2,45.384_-114.1871_20220724
20220627,64.8253,-151.058,0.82,1.91,290.8,64.8253_-151.058_20220627
20220628,64.8253,-151.058,0.19,1.83,310.8,64.8253_-151.058_20220628
20220629,64.8253,-151.058,0.0,1.65,333.9,64.8253_-151.058_20220629
20220503,35.948,-105.4137,0.35,4.34,222.8,35.948_-105.4137_20220503
20220504,35.948,-105.4137,0.03,4.4,281.8,35.948_-105.4137_20220504
20220505,35.948,-105.4137,0.05,4.06,298.5,35.948_-105.4137_20220505
20220318,32.3119,-98.7854,0.0,7.42,328.4,32.3119_-98.7854_20220318
20220319,32.3119,-98.7854,0.0,3.63,191.1,32.3119_-98.7854_20220319
20220320,32.3119,-98.7854,0.0,7.83,169.9,32.3119_-98.7854_20220320
20220526,33.0961,-107.9704,0.0,2.52,269.9,33.0961_-107.9704_20220526
20220527,33.0961,-107.9704,0.0,3.46,263.4,33.0961_-107.9704_20220527
20220528,33.0961,-107.9704,0.0,5.1,250.4,33.0961_-107.9704_20220528
20220722,45.3949,-114.1778,0.0,2.53,307.0,45.3949_-114.1778_20220722
20220723,45.3949,-114.1778,0.0,1.51,328.1,45.3949_-114.1778_20220723
20220724,45.3949,-114.1778,0.02,1.88,327.2,45.3949_-114.1778_20220724
20220706,64.4102,-145.5027,0.21,0.92,189.9,64.4102_-145.5027_20220706
20220707,64.4102,-145.5027,3.18,1.39,232.0,64.4102_-145.5027_20220707
20220708,64.4102,-145.5027,0.54,1.15,149.4,64.4102_-145.5027_20220708
20220708,64.3478,-145.619,0.54,1.15,149.4,64.3478_-145.619_20220708
20220709,64.3478,-145.619,3.05,1.42,120.0,64.3478_-145.619_20220709
20220710,64.3478,-145.619,1.88,1.34,51.8,64.3478_-145.619_20220710
20220609,62.2177,-155.4792,0.11,2.93,16.6,62.2177_-155.4792_20220609
20220610,62.2177,-155.4792,0.05,1.98,13.7,62.2177_-155.4792_20220610
20220611,62.2177,-155.4792,0.91,1.43,212.5,62.2177_-155.4792_20220611
20220514,33.8144,-107.4876,0.0,2.75,6.3,33.8144_-107.4876_20220514
20220515,33.8144,-107.4876,0.0,3.69,136.0,33.8144_-107.4876_20220515
20220516,33.8144,-107.4876,0.0,4.63,219.6,33.8144_-107.4876_20220516
20220620,31.9974,-94.2474,0.0,1.56,95.9,31.9974_-94.2474_20220620
20220621,31.9974,-94.2474,0.01,1.49,147.7,31.9974_-94.2474_20220621
20220622,31.9974,-94.2474,1.3,1.24,187.6,31.9974_-94.2474_20220622
20220513,35.9038,-105.4521,0.12,3.5,287.8,35.9038_-105.4521_20220513
20220514,35.9038,-105.4521,0.09,3.09,296.2,35.9038_-105.4521_20220514
20220515,35.9038,-105.4521,0.14,2.64,309.4,35.9038_-105.4521_20220515
20220517,36.0134,-105.5213,0.0,3.34,275.2,36.0134_-105.5213_20220517
20220518,36.0134,-105.5213,0.0,2.81,274.7,36.0134_-105.5213_20220518
20220519,36.0134,-105.5213,0.0,5.42,268.8,36.0134_-105.5213_20220519
20220706,64.3958,-145.5354,0.21,0.92,189.9,64.3958_-145.5354_20220706
20220707,64.3958,-145.5354,3.18,1.39,232.0,64.3958_-145.5354_20220707
20220708,64.3958,-145.5354,0.54,1.15,149.4,64.3958_-145.5354_20220708
20220226,19.403,-155.2862,1.3,4.17,91.2,19.403_-155.2862_20220226
20220227,19.403,-155.2862,0.36,3.11,111.8,19.403_-155.2862_20220227
20220228,19.403,-155.2862,0.09,3.13,111.7,19.403_-155.2862_20220228
20220707,64.239,-149.3414,2.41,1.95,220.2,64.239_-149.3414_20220707
20220708,64.239,-149.3414,0.7,1.94,175.0,64.239_-149.3414_20220708
20220709,64.239,-149.3414,3.48,2.23,254.0,64.239_-149.3414_20220709
20220612,35.324,-111.5998,0.0,7.47,231.0,35.324_-111.5998_20220612
20220613,35.324,-111.5998,0.0,9.26,226.1,35.324_-111.5998_20220613
20220614,35.324,-111.5998,0.0,4.39,246.6,35.324_-111.5998_20220614
20220622,28.1229,-98.8769,0.01,5.09,139.9,28.1229_-98.8769_20220622
20220623,28.1229,-98.8769,0.0,4.22,146.3,28.1229_-98.8769_20220623
20220624,28.1229,-98.8769,0.0,5.8,144.6,28.1229_-98.8769_20220624
20220613,35.3654,-111.4338,0.0,9.5,226.8,35.3654_-111.4338_20220613
20220614,35.3654,-111.4338,0.0,4.51,255.6,35.3654_-111.4338_20220614
20220615,35.3654,-111.4338,0.0,1.59,4.4,35.3654_-111.4338_20220615
20220608,61.5592,-155.7784,0.32,2.16,14.9,61.5592_-155.7784_20220608
20220609,61.5592,-155.7784,0.29,2.47,7.5,61.5592_-155.7784_20220609
20220610,61.5592,-155.7784,0.05,2.2,359.5,61.5592_-155.7784_20220610
20220708,64.3456,-145.5721,0.54,1.15,149.4,64.3456_-145.5721_20220708
20220709,64.3456,-145.5721,3.05,1.42,120.0,64.3456_-145.5721_20220709
20220710,64.3456,-145.5721,1.88,1.34,51.8,64.3456_-145.5721_20220710
20220526,33.0891,-107.937,0.0,2.52,269.9,33.0891_-107.937_20220526
20220527,33.0891,-107.937,0.0,3.46,263.4,33.0891_-107.937_20220527
20220528,33.0891,-107.937,0.0,5.1,250.4,33.0891_-107.937_20220528
20220723,37.4982,-119.8592,0.0,1.88,269.1,37.4982_-119.8592_20220723
20220724,37.4982,-119.8592,0.0,2.04,263.8,37.4982_-119.8592_20220724
20220725,37.4982,-119.8592,0.02,1.98,247.6,37.4982_-119.8592_20220725
20220422,36.2788,-104.9529,0.05,8.78,227.7,36.2788_-104.9529_20220422
20220423,36.2788,-104.9529,0.0,8.39,276.8,36.2788_-104.9529_20220423
20220424,36.2788,-104.9529,1.15,3.17,202.1,36.2788_-104.9529_20220424
20220512,35.8386,-105.4903,0.1,4.96,273.6,35.8386_-105.4903_20220512
20220513,35.8386,-105.4903,0.12,3.5,287.8,35.8386_-105.4903_20220513
20220514,35.8386,-105.4903,0.09,3.09,296.2,35.8386_-105.4903_20220514
20220530,33.0599,-107.8889,0.0,5.13,263.7,33.0599_-107.8889_20220530
20220531,33.0599,-107.8889,0.0,3.44,256.4,33.0599_-107.8889_20220531
20220601,33.0599,-107.8889,0.0,3.01,272.8,33.0599_-107.8889_20220601
20220610,60.7503,-157.318,0.01,3.64,359.1,60.7503_-157.318_20220610
20220611,60.7503,-157.318,0.03,2.28,288.6,60.7503_-157.318_20220611
20220612,60.7503,-157.318,1.18,2.69,210.7,60.7503_-157.318_20220612
20220216,35.1292,-96.1629,3.41,9.92,185.3,35.1292_-96.1629_20220216
20220217,35.1292,-96.1629,11.83,8.68,340.2,35.1292_-96.1629_20220217
20220218,35.1292,-96.1629,0.0,2.38,259.0,35.1292_-96.1629_20220218
20220429,35.7582,-106.4947,0.15,6.05,289.4,35.7582_-106.4947_20220429
20220430,35.7582,-106.4947,0.05,3.21,283.7,35.7582_-106.4947_20220430
20220501,35.7582,-106.4947,0.04,5.1,215.9,35.7582_-106.4947_20220501
20220612,59.9297,-156.2615,0.65,4.24,201.8,59.9297_-156.2615_20220612
20220613,59.9297,-156.2615,5.55,2.54,174.0,59.9297_-156.2615_20220613
20220614,59.9297,-156.2615,1.05,1.86,107.7,59.9297_-156.2615_20220614
20220720,45.4053,-114.1466,0.0,2.15,295.1,45.4053_-114.1466_20220720
20220721,45.4053,-114.1466,0.0,1.76,299.6,45.4053_-114.1466_20220721
20220722,45.4053,-114.1466,0.0,2.53,307.0,45.4053_-114.1466_20220722
20220422,30.5398,-86.713,0.02,3.65,109.5,30.5398_-86.713_20220422
20220423,30.5398,-86.713,0.04,5.06,126.8,30.5398_-86.713_20220423
20220424,30.5398,-86.713,0.22,4.68,135.2,30.5398_-86.713_20220424
20220318,32.2317,-98.669,0.0,7.34,329.3,32.2317_-98.669_20220318
20220319,32.2317,-98.669,0.0,3.28,182.3,32.2317_-98.669_20220319
20220320,32.2317,-98.669,0.0,7.48,167.1,32.2317_-98.669_20220320
20220701,66.2113,-150.7519,0.32,1.79,125.0,66.2113_-150.7519_20220701
20220702,66.2113,-150.7519,1.02,1.35,48.8,66.2113_-150.7519_20220702
20220703,66.2113,-150.7519,0.74,1.37,41.1,66.2113_-150.7519_20220703
20220529,32.1916,-102.0027,0.03,9.93,191.2,32.1916_-102.0027_20220529
20220530,32.1916,-102.0027,0.0,6.76,204.7,32.1916_-102.0027_20220530
20220531,32.1916,-102.0027,0.01,7.97,172.9,32.1916_-102.0027_20220531
20220701,65.6071,-149.4285,0.09,1.81,187.9,65.6071_-149.4285_20220701
20220702,65.6071,-149.4285,0.8,0.97,346.5,65.6071_-149.4285_20220702
20220703,65.6071,-149.4285,1.01,1.17,54.8,65.6071_-149.4285_20220703
20220608,61.5664,-157.9239,0.03,3.55,34.0,61.5664_-157.9239_20220608
20220609,61.5664,-157.9239,0.0,4.58,18.8,61.5664_-157.9239_20220609
20220610,61.5664,-157.9239,0.04,3.57,359.2,61.5664_-157.9239_20220610
20220426,35.7643,-106.5806,0.02,4.81,167.2,35.7643_-106.5806_20220426
20220427,35.7643,-106.5806,0.03,4.88,222.8,35.7643_-106.5806_20220427
20220428,35.7643,-106.5806,0.0,3.64,259.2,35.7643_-106.5806_20220428
20220125,19.4033,-155.2851,0.08,5.11,48.7,19.4033_-155.2851_20220125
20220126,19.4033,-155.2851,0.01,4.14,67.1,19.4033_-155.2851_20220126
20220127,19.4033,-155.2851,0.04,2.92,104.3,19.4033_-155.2851_20220127
20220610,60.9455,-156.1658,0.04,2.73,348.8,60.9455_-156.1658_20220610
20220611,60.9455,-156.1658,0.3,1.88,214.4,60.9455_-156.1658_20220611
20220612,60.9455,-156.1658,0.45,2.44,180.3,60.9455_-156.1658_20220612
20220620,37.5004,-112.3563,0.0,2.77,300.7,37.5004_-112.3563_20220620
20220621,37.5004,-112.3563,0.0,4.03,120.0,37.5004_-112.3563_20220621
20220622,37.5004,-112.3563,0.4,1.83,5.2,37.5004_-112.3563_20220622
20220701,67.1271,-147.9145,0.09,1.49,82.3,67.1271_-147.9145_20220701
20220702,67.1271,-147.9145,0.3,1.93,52.6,67.1271_-147.9145_20220702
20220703,67.1271,-147.9145,7.81,2.0,15.9,67.1271_-147.9145_20220703
20220409,37.662,-95.9673,0.0,5.8,184.8,37.662_-95.9673_20220409
20220410,37.662,-95.9673,0.32,7.74,212.4,37.662_-95.9673_20220410
20220411,37.662,-95.9673,2.32,4.93,51.3,37.662_-95.9673_20220411
20220511,35.7567,-105.5405,0.18,4.77,205.7,35.7567_-105.5405_20220511
20220512,35.7567,-105.5405,0.1,4.96,273.6,35.7567_-105.5405_20220512
20220513,35.7567,-105.5405,0.12,3.5,287.8,35.7567_-105.5405_20220513
20220516,33.2498,-107.9197,0.0,3.3,256.3,33.2498_-107.9197_20220516
20220517,33.2498,-107.9197,0.0,3.72,264.7,33.2498_-107.9197_20220517
20220518,33.2498,-107.9197,0.0,3.56,270.4,33.2498_-107.9197_20220518
20220612,59.995,-155.9808,0.65,4.24,201.8,59.995_-155.9808_20220612
20220613,59.995,-155.9808,5.55,2.54,174.0,59.995_-155.9808_20220613
20220614,59.995,-155.9808,1.05,1.86,107.7,59.995_-155.9808_20220614
20220515,33.8031,-107.4326,0.0,3.69,136.0,33.8031_-107.4326_20220515
20220516,33.8031,-107.4326,0.0,4.63,219.6,33.8031_-107.4326_20220516
20220517,33.8031,-107.4326,0.0,4.93,277.0,33.8031_-107.4326_20220517
20220522,19.4059,-155.295,0.04,4.98,74.2,19.4059_-155.295_20220522
20220523,19.4059,-155.295,0.41,4.76,94.7,19.4059_-155.295_20220523
20220524,19.4059,-155.295,0.16,4.53,88.7,19.4059_-155.295_20220524
20220311,19.4104,-155.2713,0.12,4.94,79.5,19.4104_-155.2713_20220311
20220312,19.4104,-155.2713,0.06,4.96,73.4,19.4104_-155.2713_20220312
20220313,19.4104,-155.2713,0.03,4.25,73.6,19.4104_-155.2713_20220313
20220312,19.4014,-155.2823,0.06,4.96,73.4,19.4014_-155.2823_20220312
20220313,19.4014,-155.2823,0.03,4.25,73.6,19.4014_-155.2823_20220313
20220314,19.4014,-155.2823,0.02,4.14,86.6,19.4014_-155.2823_20220314
20220610,60.8137,-157.2407,0.01,3.64,359.1,60.8137_-157.2407_20220610
20220611,60.8137,-157.2407,0.03,2.28,288.6,60.8137_-157.2407_20220611
20220612,60.8137,-157.2407,1.18,2.69,210.7,60.8137_-157.2407_20220612
20220710,37.5213,-119.6277,0.0,2.43,256.9,37.5213_-119.6277_20220710
20220711,37.5213,-119.6277,0.0,2.36,159.4,37.5213_-119.6277_20220711
20220712,37.5213,-119.6277,0.0,2.2,215.5,37.5213_-119.6277_20220712
20220609,61.5115,-156.003,0.22,2.72,3.3,61.5115_-156.003_20220609
20220610,61.5115,-156.003,0.03,2.17,358.1,61.5115_-156.003_20220610
20220611,61.5115,-156.003,0.3,1.25,241.7,61.5115_-156.003_20220611
20220610,61.5076,-158.0304,0.04,3.57,359.2,61.5076_-158.0304_20220610
20220611,61.5076,-158.0304,0.01,2.83,299.5,61.5076_-158.0304_20220611
20220612,61.5076,-158.0304,3.1,2.3,220.3,61.5076_-158.0304_20220612
20220511,36.0525,-105.4516,0.18,4.77,205.7,36.0525_-105.4516_20220511
20220512,36.0525,-105.4516,0.1,4.96,273.6,36.0525_-105.4516_20220512
20220513,36.0525,-105.4516,0.12,3.5,287.8,36.0525_-105.4516_20220513
20220519,33.193,-107.7984,0.0,6.32,262.7,33.193_-107.7984_20220519
20220520,33.193,-107.7984,0.06,7.87,250.3,33.193_-107.7984_20220520
20220521,33.193,-107.7984,0.0,4.89,243.6,33.193_-107.7984_20220521
20220710,37.5283,-119.6347,0.0,2.43,256.9,37.5283_-119.6347_20220710
20220711,37.5283,-119.6347,0.0,2.36,159.4,37.5283_-119.6347_20220711
20220712,37.5283,-119.6347,0.0,2.2,215.5,37.5283_-119.6347_20220712
20220515,33.8148,-107.4797,0.0,3.69,136.0,33.8148_-107.4797_20220515
20220516,33.8148,-107.4797,0.0,4.63,219.6,33.8148_-107.4797_20220516
20220517,33.8148,-107.4797,0.0,4.93,277.0,33.8148_-107.4797_20220517
20220711,64.562,-153.5223,0.05,1.89,308.2,64.562_-153.5223_20220711
20220712,64.562,-153.5223,0.35,1.5,308.9,64.562_-153.5223_20220712
20220713,64.562,-153.5223,0.15,1.79,288.5,64.562_-153.5223_20220713
20220422,35.8013,-103.8296,0.0,11.73,213.4,35.8013_-103.8296_20220422
20220423,35.8013,-103.8296,0.0,8.92,274.6,35.8013_-103.8296_20220423
20220424,35.8013,-103.8296,0.01,4.98,108.3,35.8013_-103.8296_20220424
20220702,65.7672,-143.0953,1.14,1.22,142.8,65.7672_-143.0953_20220702
20220703,65.7672,-143.0953,0.55,0.86,158.2,65.7672_-143.0953_20220703
20220704,65.7672,-143.0953,1.93,0.96,250.2,65.7672_-143.0953_20220704
20220714,37.537,-119.5628,0.06,2.35,207.4,37.537_-119.5628_20220714
20220715,37.537,-119.5628,0.38,2.58,215.6,37.537_-119.5628_20220715
20220716,37.537,-119.5628,0.12,2.33,219.9,37.537_-119.5628_20220716
20220502,35.6445,-105.3617,0.01,6.57,281.9,35.6445_-105.3617_20220502
20220503,35.6445,-105.3617,0.03,5.24,213.7,35.6445_-105.3617_20220503
20220504,35.6445,-105.3617,0.05,6.12,291.9,35.6445_-105.3617_20220504
20220722,45.2187,-106.6087,0.0,3.89,317.4,45.2187_-106.6087_20220722
20220723,45.2187,-106.6087,0.01,3.76,33.1,45.2187_-106.6087_20220723
20220724,45.2187,-106.6087,5.8,4.97,116.0,45.2187_-106.6087_20220724
20220614,35.3512,-111.4565,0.0,4.51,255.6,35.3512_-111.4565_20220614
20220615,35.3512,-111.4565,0.0,1.59,4.4,35.3512_-111.4565_20220615
20220616,35.3512,-111.4565,0.0,3.88,220.8,35.3512_-111.4565_20220616
20220326,41.8732,-99.3929,0.0,3.65,47.5,41.8732_-99.3929_20220326
20220327,41.8732,-99.3929,0.0,4.91,131.8,41.8732_-99.3929_20220327
20220328,41.8732,-99.3929,0.0,8.28,152.8,41.8732_-99.3929_20220328
20220329,26.2872,-81.0368,0.0,3.17,66.6,26.2872_-81.0368_20220329
20220330,26.2872,-81.0368,0.01,6.46,135.4,26.2872_-81.0368_20220330
20220331,26.2872,-81.0368,0.03,6.26,168.4,26.2872_-81.0368_20220331
20220305,38.0608,-97.7891,0.06,10.66,231.8,38.0608_-97.7891_20220305
20220306,38.0608,-97.7891,6.45,6.31,359.5,38.0608_-97.7891_20220306
20220307,38.0608,-97.7891,0.0,4.87,334.1,38.0608_-97.7891_20220307
20220526,33.1326,-107.87,0.0,2.52,269.9,33.1326_-107.87_20220526
20220527,33.1326,-107.87,0.0,3.46,263.4,33.1326_-107.87_20220527
20220528,33.1326,-107.87,0.0,5.1,250.4,33.1326_-107.87_20220528
20220710,64.1802,-155.8862,0.12,1.67,325.4,64.1802_-155.8862_20220710
20220711,64.1802,-155.8862,0.02,1.76,324.8,64.1802_-155.8862_20220711
20220712,64.1802,-155.8862,0.67,1.55,340.1,64.1802_-155.8862_20220712
20220610,62.1967,-162.7632,0.0,5.71,0.8,62.1967_-162.7632_20220610
20220611,62.1967,-162.7632,0.0,3.99,328.7,62.1967_-162.7632_20220611
20220612,62.1967,-162.7632,0.31,3.18,262.0,62.1967_-162.7632_20220612
20220526,33.0867,-107.9687,0.0,2.52,269.9,33.0867_-107.9687_20220526
20220527,33.0867,-107.9687,0.0,3.46,263.4,33.0867_-107.9687_20220527
20220528,33.0867,-107.9687,0.0,5.1,250.4,33.0867_-107.9687_20220528
20220210,32.3822,-89.6772,0.0,1.61,229.4,32.3822_-89.6772_20220210
20220211,32.3822,-89.6772,0.0,1.96,209.5,32.3822_-89.6772_20220211
20220212,32.3822,-89.6772,0.0,2.35,347.7,32.3822_-89.6772_20220212
20220430,35.7416,-106.5332,0.04,3.3,297.2,35.7416_-106.5332_20220430
20220501,35.7416,-106.5332,0.01,5.74,214.4,35.7416_-106.5332_20220501
20220502,35.7416,-106.5332,0.07,4.88,287.2,35.7416_-106.5332_20220502
20220320,26.2879,-97.9369,0.01,5.23,120.0,26.2879_-97.9369_20220320
20220321,26.2879,-97.9369,0.13,9.28,160.5,26.2879_-97.9369_20220321
20220322,26.2879,-97.9369,0.06,6.47,324.6,26.2879_-97.9369_20220322
20220429,35.772,-106.5266,0.15,6.05,289.4,35.772_-106.5266_20220429
20220430,35.772,-106.5266,0.05,3.21,283.7,35.772_-106.5266_20220430
20220501,35.772,-106.5266,0.04,5.1,215.9,35.772_-106.5266_20220501
20220501,35.7249,-106.5311,0.01,5.74,214.4,35.7249_-106.5311_20220501
20220502,35.7249,-106.5311,0.07,4.88,287.2,35.7249_-106.5311_20220502
20220503,35.7249,-106.5311,0.0,4.8,232.4,35.7249_-106.5311_20220503
20220511,36.0997,-105.2684,0.19,5.27,219.2,36.0997_-105.2684_20220511
20220512,36.0997,-105.2684,0.06,5.37,268.9,36.0997_-105.2684_20220512
20220513,36.0997,-105.2684,0.0,3.68,279.7,36.0997_-105.2684_20220513
20220608,62.2592,-155.4295,0.06,2.34,37.3,62.2592_-155.4295_20220608
20220609,62.2592,-155.4295,0.02,2.64,22.9,62.2592_-155.4295_20220609
20220610,62.2592,-155.4295,0.16,1.7,13.0,62.2592_-155.4295_20220610
20220627,64.8507,-151.1068,0.82,1.91,290.8,64.8507_-151.1068_20220627
20220628,64.8507,-151.1068,0.19,1.83,310.8,64.8507_-151.1068_20220628
20220629,64.8507,-151.1068,0.0,1.65,333.9,64.8507_-151.1068_20220629
20220508,35.617,-105.5038,0.0,9.23,255.4,35.617_-105.5038_20220508
20220509,35.617,-105.5038,0.0,9.08,260.9,35.617_-105.5038_20220509
20220510,35.617,-105.5038,0.0,5.79,227.3,35.617_-105.5038_20220510
20220327,43.7425,-103.9267,0.0,4.11,114.1,43.7425_-103.9267_20220327
20220328,43.7425,-103.9267,0.0,2.33,257.4,43.7425_-103.9267_20220328
20220329,43.7425,-103.9267,2.45,8.43,341.6,43.7425_-103.9267_20220329
20220708,64.6603,-145.9606,0.26,0.9,186.5,64.6603_-145.9606_20220708
20220709,64.6603,-145.9606,2.49,1.05,124.6,64.6603_-145.9606_20220709
20220710,64.6603,-145.9606,2.17,1.07,31.8,64.6603_-145.9606_20220710
20220615,35.3611,-111.4611,0.0,1.59,4.4,35.3611_-111.4611_20220615
20220616,35.3611,-111.4611,0.0,3.88,220.8,35.3611_-111.4611_20220616
20220617,35.3611,-111.4611,0.0,6.42,206.7,35.3611_-111.4611_20220617
20220708,37.4997,-119.6263,0.0,2.2,220.3,37.4997_-119.6263_20220708
20220709,37.4997,-119.6263,0.0,2.19,231.5,37.4997_-119.6263_20220709
20220710,37.4997,-119.6263,0.0,2.43,256.9,37.4997_-119.6263_20220710
20220429,35.7418,-106.4846,0.05,6.71,301.5,35.7418_-106.4846_20220429
20220430,35.7418,-106.4846,0.04,3.3,297.2,35.7418_-106.4846_20220430
20220501,35.7418,-106.4846,0.01,5.74,214.4,35.7418_-106.4846_20220501
20220609,60.7064,-156.9971,0.16,4.45,6.7,60.7064_-156.9971_20220609
20220610,60.7064,-156.9971,0.0,4.71,356.5,60.7064_-156.9971_20220610
20220611,60.7064,-156.9971,0.09,3.14,218.2,60.7064_-156.9971_20220611
20220503,35.8248,-106.4553,0.05,4.63,235.4,35.8248_-106.4553_20220503
20220504,35.8248,-106.4553,0.02,4.29,286.6,35.8248_-106.4553_20220504
20220505,35.8248,-106.4553,0.01,3.79,301.0,35.8248_-106.4553_20220505
20220613,35.3001,-111.6401,0.0,9.26,226.1,35.3001_-111.6401_20220613
20220614,35.3001,-111.6401,0.0,4.39,246.6,35.3001_-111.6401_20220614
20220615,35.3001,-111.6401,0.0,2.48,259.6,35.3001_-111.6401_20220615
20220501,35.7221,-105.5266,0.05,6.23,215.0,35.7221_-105.5266_20220501
20220502,35.7221,-105.5266,0.01,6.57,281.9,35.7221_-105.5266_20220502
20220503,35.7221,-105.5266,0.03,5.24,213.7,35.7221_-105.5266_20220503
20220609,62.2582,-155.2545,0.02,2.55,26.9,62.2582_-155.2545_20220609
20220610,62.2582,-155.2545,0.07,1.55,20.5,62.2582_-155.2545_20220610
20220611,62.2582,-155.2545,1.1,1.5,220.4,62.2582_-155.2545_20220611
20220609,62.3423,-155.5333,0.02,2.64,22.9,62.3423_-155.5333_20220609
20220610,62.3423,-155.5333,0.16,1.7,13.0,62.3423_-155.5333_20220610
20220611,62.3423,-155.5333,0.52,1.28,260.1,62.3423_-155.5333_20220611
20220612,35.2911,-111.6604,0.0,7.47,231.0,35.2911_-111.6604_20220612
20220613,35.2911,-111.6604,0.0,9.26,226.1,35.2911_-111.6604_20220613
20220614,35.2911,-111.6604,0.0,4.39,246.6,35.2911_-111.6604_20220614
