latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
19.4097,-155.2743,391.9,1.4,1.2,2022-01-01,1224,Aqua,MODIS,100,6.03,299.7,340.6,N,1
19.417,-155.2799,333.2,1.4,1.2,2022-01-01,1224,Aqua,MODIS,100,6.03,290.1,57.4,N,1
19.4119,-155.2876,420.5,1.4,1.2,2022-01-01,1224,Aqua,MODIS,100,6.03,298.8,651.8,N,1
19.3988,-155.2884,406.9,2.3,1.5,2022-01-01,2318,Aqua,MODIS,100,6.03,300.1,968.6,D,1
19.4153,-155.2803,343.7,1.0,1.0,2022-01-02,836,Terra,MODIS,100,6.03,287.7,51.9,N,1
19.414,-155.2898,346.2,1.0,1.0,2022-01-02,836,Terra,MODIS,100,6.03,286.8,56.6,N,1
19.4064,-155.2789,383.1,1.0,1.0,2022-01-02,836,Terra,MODIS,100,6.03,296.2,170.2,N,1
19.4051,-155.2884,401.2,1.0,1.0,2022-01-02,836,Terra,MODIS,100,6.03,296.6,265.5,N,1
32.0889,-96.0613,365.9,1.2,1.1,2022-01-03,1951,Aqua,MODIS,100,6.03,296.4,129.5,D,0
30.0046,-90.4056,322.7,1.0,1.0,2022-01-04,755,Aqua,MODIS,100,6.03,278.9,24.7,N,2
19.4025,-155.2845,320.1,1.1,1.1,2022-01-04,823,Terra,MODIS,100,6.03,293.3,24.6,N,1
19.4079,-155.2807,323.9,1.1,1.1,2022-01-04,823,Terra,MODIS,100,6.03,294.7,29.4,N,1
32.8677,-94.9776,375.2,1.1,1.0,2022-01-04,1713,Terra,MODIS,100,6.03,289.6,154.1,D,0
32.8659,-94.9662,374.1,1.1,1.0,2022-01-04,1713,Terra,MODIS,100,6.03,288.4,149.8,D,0
31.1336,-93.0106,367.9,2.4,1.5,2022-01-04,1856,Aqua,MODIS,100,6.03,293.1,401.0,D,0
30.0008,-90.4072,326.1,1.1,1.0,2022-01-05,413,Terra,MODIS,100,6.03,284.3,30.4,N,2
26.9946,-97.7488,360.0,4.5,2.0,2022-01-05,1757,Terra,MODIS,100,6.03,299.6,723.5,D,0
26.9916,-97.7637,383.1,1.2,1.1,2022-01-05,1937,Aqua,MODIS,100,6.03,308.1,214.9,D,0
26.9895,-97.7758,361.9,1.2,1.1,2022-01-05,1937,Aqua,MODIS,100,6.03,308.3,113.9,D,0
29.6527,-96.2706,377.0,1.0,1.0,2022-01-05,1938,Aqua,MODIS,100,6.03,303.7,141.5,D,0
31.8496,-101.7996,348.3,1.1,1.0,2022-01-06,457,Terra,MODIS,100,6.03,279.5,68.7,N,0
31.8481,-101.8106,324.1,1.1,1.0,2022-01-06,457,Terra,MODIS,100,6.03,275.6,29.1,N,0
19.4025,-155.2986,345.5,1.8,1.3,2022-01-06,811,Terra,MODIS,100,6.03,287.3,128.9,N,1
19.4053,-155.2823,418.3,1.8,1.3,2022-01-06,811,Terra,MODIS,100,6.03,302.2,897.0,N,1
19.4068,-155.2649,349.9,3.0,1.7,2022-01-06,1242,Aqua,MODIS,100,6.03,289.1,322.5,N,1
19.4123,-155.2934,361.6,3.0,1.6,2022-01-06,1242,Aqua,MODIS,100,6.03,287.1,461.6,N,1
19.4076,-155.2596,334.5,3.0,1.7,2022-01-06,1242,Aqua,MODIS,100,6.03,286.8,187.2,N,1
19.4133,-155.2877,374.0,3.0,1.6,2022-01-06,1242,Aqua,MODIS,100,6.03,289.6,657.2,N,1
27.6348,-81.2938,385.4,1.0,1.0,2022-01-06,1842,Aqua,MODIS,100,6.03,299.0,174.1,D,0
27.6437,-81.2955,378.1,1.0,1.0,2022-01-06,1842,Aqua,MODIS,100,6.03,294.7,142.7,D,0
32.0433,-81.6596,381.2,1.0,1.0,2022-01-06,1843,Aqua,MODIS,100,6.03,298.4,157.3,D,0
19.4104,-155.2805,380.7,3.0,1.7,2022-01-06,2022,Terra,MODIS,100,6.03,304.7,765.7,D,1
19.4103,-155.2865,369.8,3.0,1.7,2022-01-06,2022,Terra,MODIS,100,6.03,304.1,554.1,D,1
32.6447,-94.1861,382.4,1.0,1.0,2022-01-07,1927,Aqua,MODIS,100,6.03,291.0,172.6,D,0
19.4009,-155.2769,374.3,3.0,1.7,2022-01-08,759,Terra,MODIS,100,6.03,289.6,668.8,N,1
19.3955,-155.305,333.2,3.0,1.7,2022-01-08,759,Terra,MODIS,100,6.03,285.1,178.4,N,1
19.4155,-155.28,338.5,3.0,1.7,2022-01-08,759,Terra,MODIS,100,6.03,286.7,216.2,N,1
19.401,-155.2834,384.0,3.0,1.7,2022-01-08,759,Terra,MODIS,100,6.03,290.2,865.8,N,1
19.4066,-155.2745,411.5,1.8,1.3,2022-01-08,1230,Aqua,MODIS,100,6.03,303.0,766.3,N,1
19.4096,-155.2914,412.9,1.8,1.3,2022-01-08,1230,Aqua,MODIS,100,6.03,297.3,788.4,N,1
30.4952,-86.835,370.2,2.5,1.5,2022-01-08,1831,Aqua,MODIS,100,6.03,291.0,447.7,D,0
19.4111,-155.2946,329.9,1.1,1.1,2022-01-09,842,Terra,MODIS,100,6.03,287.0,35.9,N,1
19.4031,-155.2824,337.0,1.1,1.1,2022-01-09,842,Terra,MODIS,100,6.03,285.8,47.4,N,1
19.4017,-155.2931,340.1,1.1,1.1,2022-01-09,842,Terra,MODIS,100,6.03,287.8,53.5,N,1
19.4125,-155.2838,341.9,1.1,1.1,2022-01-09,842,Terra,MODIS,100,6.03,288.7,57.2,N,1
19.4153,-155.2873,363.7,3.0,1.6,2022-01-09,1135,Aqua,MODIS,100,6.03,288.0,486.8,N,1
19.4137,-155.2923,343.6,3.0,1.6,2022-01-09,1135,Aqua,MODIS,100,6.03,285.7,256.1,N,1
19.4107,-155.2649,356.9,3.0,1.6,2022-01-09,1135,Aqua,MODIS,100,6.03,292.4,393.5,N,1
19.4126,-155.2597,358.4,3.0,1.6,2022-01-09,1135,Aqua,MODIS,100,6.03,289.9,411.9,N,1
36.1902,-96.7552,323.8,1.1,1.0,2022-01-10,433,Terra,MODIS,100,6.03,266.1,29.5,N,0
19.4019,-155.2756,337.6,1.1,1.1,2022-01-10,1218,Aqua,MODIS,100,6.03,291.8,48.9,N,1
19.4036,-155.2863,387.1,1.1,1.1,2022-01-10,1218,Aqua,MODIS,100,6.03,297.7,225.0,N,1
19.4114,-155.2739,380.0,1.1,1.1,2022-01-10,1218,Aqua,MODIS,100,6.03,301.6,187.8,N,1
19.4131,-155.2847,444.8,1.1,1.1,2022-01-10,1218,Aqua,MODIS,100,6.03,308.2,785.7,N,1
19.3933,-155.2877,363.2,3.0,1.6,2022-01-10,2312,Aqua,MODIS,100,6.03,295.8,438.8,D,1
19.41,-155.2869,414.3,1.0,1.0,2022-01-11,829,Terra,MODIS,100,6.03,296.1,361.0,N,1
19.4114,-155.2774,340.5,1.0,1.0,2022-01-11,829,Terra,MODIS,100,6.03,288.2,46.6,N,1
19.4086,-155.2964,326.4,1.0,1.0,2022-01-11,829,Terra,MODIS,100,6.03,286.7,26.0,N,1
19.4011,-155.2854,389.4,1.0,1.0,2022-01-11,829,Terra,MODIS,100,6.03,302.5,202.7,N,1
19.4092,-155.2832,385.2,1.4,1.2,2022-01-11,2040,Terra,MODIS,100,6.03,320.4,273.3,D,1
19.4144,-155.2868,344.4,3.9,1.8,2022-01-12,912,Terra,MODIS,100,6.03,287.9,380.1,N,1
19.3979,-155.2848,333.3,3.9,1.8,2022-01-12,912,Terra,MODIS,100,6.03,288.0,255.3,N,1
19.4199,-155.2879,325.9,1.0,1.0,2022-01-12,1206,Aqua,MODIS,100,6.03,284.2,25.9,N,1
19.4185,-155.2785,334.6,1.0,1.0,2022-01-12,1206,Aqua,MODIS,100,6.03,289.1,37.1,N,1
19.4109,-155.2894,466.1,1.0,1.0,2022-01-12,1206,Aqua,MODIS,100,6.03,306.2,961.8,N,1
19.4096,-155.2799,503.3,1.0,1.0,2022-01-12,1206,Aqua,MODIS,100,6.03,400.1,1717.4,N,1
19.4019,-155.2908,322.0,1.0,1.0,2022-01-12,1206,Aqua,MODIS,100,6.03,286.0,20.8,N,1
19.4006,-155.2813,334.7,1.0,1.0,2022-01-12,1206,Aqua,MODIS,100,6.03,292.4,36.3,N,1
19.4029,-155.2992,322.3,1.4,1.2,2022-01-13,817,Terra,MODIS,100,6.03,282.3,36.4,N,1
19.405,-155.2863,374.3,1.4,1.2,2022-01-13,817,Terra,MODIS,100,6.03,287.9,219.9,N,1
19.4098,-155.2818,371.6,3.9,1.8,2022-01-13,1248,Aqua,MODIS,100,6.03,290.5,891.1,N,1
19.4028,-155.2878,336.7,3.9,1.8,2022-01-13,1248,Aqua,MODIS,100,6.03,286.9,292.9,N,1
28.8392,-82.4304,364.7,1.0,1.0,2022-01-13,1848,Aqua,MODIS,100,6.03,298.4,97.0,D,0
30.7917,-87.4857,373.3,1.4,1.2,2022-01-13,1849,Aqua,MODIS,100,6.03,296.5,202.6,D,0
30.802,-87.4882,370.7,1.4,1.2,2022-01-13,1849,Aqua,MODIS,100,6.03,295.6,190.2,D,0
31.1669,-87.4193,367.0,1.4,1.2,2022-01-13,1849,Aqua,MODIS,100,6.03,295.9,165.4,D,0
32.6996,-82.6023,414.2,1.0,1.0,2022-01-13,1849,Aqua,MODIS,100,6.03,302.4,361.7,D,0
29.9354,-84.787,360.9,1.1,1.0,2022-01-13,1849,Aqua,MODIS,100,6.03,295.1,94.8,D,0
29.9545,-84.7751,368.3,1.1,1.0,2022-01-13,1849,Aqua,MODIS,100,6.03,293.4,116.9,D,0
29.9528,-84.786,376.9,1.1,1.0,2022-01-13,1849,Aqua,MODIS,100,6.03,297.7,150.7,D,0
29.962,-84.788,373.4,1.1,1.0,2022-01-13,1849,Aqua,MODIS,100,6.03,296.2,136.4,D,0
19.405,-155.29,391.8,2.3,1.5,2022-01-14,900,Terra,MODIS,100,6.03,297.1,692.1,N,1
19.407,-155.2906,378.7,1.4,1.2,2022-01-14,1153,Aqua,MODIS,100,6.03,287.9,239.7,N,1
19.4158,-155.2763,350.8,1.4,1.2,2022-01-14,1153,Aqua,MODIS,100,6.03,295.6,106.0,N,1
19.4054,-155.2778,421.3,1.4,1.2,2022-01-14,1153,Aqua,MODIS,100,6.03,305.7,649.4,N,1
30.7576,-87.6087,361.6,1.6,1.3,2022-01-14,1611,Terra,MODIS,100,6.03,288.4,188.1,D,0
25.2422,-80.7513,328.0,1.7,1.3,2022-01-15,310,Terra,MODIS,100,6.03,288.3,58.2,N,0
25.2406,-80.7573,322.6,1.7,1.3,2022-01-15,310,Terra,MODIS,100,6.03,287.5,45.1,N,0
33.3832,-98.4797,349.3,1.3,1.1,2022-01-15,450,Terra,MODIS,100,6.03,283.7,92.3,N,0
33.3932,-98.4813,345.9,1.3,1.1,2022-01-15,450,Terra,MODIS,100,6.03,282.1,83.2,N,0
19.404,-155.297,353.6,2.3,1.5,2022-01-15,805,Terra,MODIS,100,6.03,287.6,253.1,N,1
19.408,-155.2758,371.2,2.3,1.5,2022-01-15,805,Terra,MODIS,100,6.03,294.2,423.1,N,1
19.4104,-155.2675,337.5,2.3,1.5,2022-01-15,1236,Aqua,MODIS,100,6.03,290.0,142.3,N,1
19.4144,-155.2895,359.4,2.3,1.5,2022-01-15,1236,Aqua,MODIS,100,6.03,287.4,294.2,N,1
19.4108,-155.2825,383.7,2.3,1.5,2022-01-15,1236,Aqua,MODIS,100,6.03,294.3,580.7,N,1
26.6905,-80.5669,394.5,1.1,1.0,2022-01-15,1835,Aqua,MODIS,100,6.03,306.0,231.3,D,0
29.6887,-93.9273,324.4,1.4,1.2,2022-01-17,437,Terra,MODIS,100,6.03,277.0,40.8,N,3
28.1981,-97.158,328.7,1.0,1.0,2022-01-17,437,Terra,MODIS,100,6.03,275.4,32.2,N,0
38.1318,-121.6478,322.9,1.2,1.1,2022-01-17,618,Terra,MODIS,100,6.03,278.1,34.0,N,0
55.4136,-161.8837,366.9,1.2,1.1,2022-01-17,802,Terra,MODIS,100,6.03,268.6,0.0,N,1
55.4214,-161.8741,351.1,1.1,1.1,2022-01-18,1258,Aqua,MODIS,100,6.03,270.3,83.1,N,1
55.4233,-161.8898,348.8,1.1,1.1,2022-01-18,1258,Aqua,MODIS,100,6.03,266.9,77.3,N,1
32.2845,-96.5141,360.7,1.3,1.1,2022-01-18,1725,Terra,MODIS,100,6.03,294.1,126.2,D,0
31.6638,-89.6793,361.7,1.1,1.0,2022-01-18,1908,Aqua,MODIS,100,6.03,286.2,100.6,D,0
31.6666,-92.4507,390.3,1.4,1.2,2022-01-18,1908,Aqua,MODIS,100,6.03,300.9,319.6,D,0
31.664,-92.4651,383.7,1.4,1.2,2022-01-18,1908,Aqua,MODIS,100,6.03,299.9,273.3,D,0
31.6741,-92.4429,391.1,1.4,1.2,2022-01-18,1908,Aqua,MODIS,100,6.03,298.6,326.8,D,0
31.6715,-92.4572,420.0,1.4,1.2,2022-01-18,1908,Aqua,MODIS,100,6.03,308.8,638.6,D,0
31.6689,-92.4716,386.8,1.4,1.2,2022-01-18,1908,Aqua,MODIS,100,6.03,302.0,298.0,D,0
31.6818,-92.4598,371.3,1.4,1.2,2022-01-18,1908,Aqua,MODIS,100,6.03,294.7,194.1,D,0
19.4114,-155.2876,431.7,1.0,1.0,2022-01-19,1212,Aqua,MODIS,100,6.03,300.5,514.9,N,1
19.41,-155.278,427.6,1.0,1.0,2022-01-19,1212,Aqua,MODIS,100,6.03,313.8,474.6,N,1
30.1904,-84.7392,364.3,1.1,1.0,2022-01-19,1630,Terra,MODIS,100,6.03,292.0,109.6,D,0
26.6397,-97.9304,360.5,1.0,1.0,2022-01-19,1950,Aqua,MODIS,100,6.03,304.2,79.2,D,0
19.4128,-155.3015,364.8,3.0,1.6,2022-01-19,2129,Terra,MODIS,100,6.03,296.0,476.0,D,1
19.3998,-155.2985,361.8,3.9,1.8,2022-01-19,2306,Aqua,MODIS,100,6.03,295.9,628.5,D,1
19.4107,-155.2768,361.3,1.1,1.1,2022-01-20,823,Terra,MODIS,100,6.03,291.8,110.5,N,1
19.4013,-155.2751,322.5,1.1,1.1,2022-01-20,823,Terra,MODIS,100,6.03,287.0,25.6,N,1
19.3996,-155.2858,358.0,1.1,1.1,2022-01-20,823,Terra,MODIS,100,6.03,293.6,100.2,N,1
19.4091,-155.2875,434.8,1.1,1.1,2022-01-20,823,Terra,MODIS,100,6.03,299.3,654.0,N,1
28.7352,-82.4117,369.8,1.1,1.0,2022-01-20,1854,Aqua,MODIS,100,6.03,303.8,121.3,D,0
35.2822,-111.6141,365.7,1.0,1.0,2022-01-20,2035,Aqua,MODIS,100,6.03,276.8,109.0,D,0
19.4078,-155.284,352.2,1.1,1.1,2022-01-21,1200,Aqua,MODIS,100,6.03,294.6,83.9,N,1
32.1289,-95.2245,368.1,1.0,1.0,2022-01-21,1939,Aqua,MODIS,100,6.03,289.1,113.3,D,0
19.4042,-155.2865,414.5,1.8,1.3,2022-01-21,2117,Terra,MODIS,100,6.03,309.4,789.4,D,1
36.3856,-121.8778,323.9,2.1,1.4,2022-01-22,636,Terra,MODIS,100,6.03,280.6,71.9,N,0
36.3983,-121.8791,322.1,2.1,1.4,2022-01-22,636,Terra,MODIS,100,6.03,278.4,66.6,N,0
19.4054,-155.2902,453.2,1.8,1.3,2022-01-22,811,Terra,MODIS,100,6.03,310.6,1764.7,N,1
19.3982,-155.2831,371.3,1.8,1.3,2022-01-22,811,Terra,MODIS,100,6.03,299.8,286.6,N,1
19.4082,-155.2738,418.0,1.8,1.3,2022-01-22,811,Terra,MODIS,100,6.03,301.6,887.3,N,1
19.4132,-155.2961,358.3,3.0,1.6,2022-01-22,1242,Aqua,MODIS,100,6.03,287.6,412.3,N,1
19.4077,-155.2678,360.5,3.0,1.6,2022-01-22,1242,Aqua,MODIS,100,6.03,291.9,444.0,N,1
19.406,-155.2777,387.8,1.1,1.1,2022-01-22,2336,Aqua,MODIS,100,6.03,319.7,215.2,D,1
19.4044,-155.2882,411.5,1.1,1.1,2022-01-22,2336,Aqua,MODIS,100,6.03,327.1,385.1,D,1
30.2584,-93.2946,333.0,1.4,1.2,2022-01-23,400,Terra,MODIS,100,6.03,274.1,59.9,N,0
30.2608,-93.2806,337.3,1.4,1.2,2022-01-23,400,Terra,MODIS,100,6.03,274.8,69.8,N,0
30.2565,-93.2852,330.4,1.4,1.2,2022-01-23,400,Terra,MODIS,100,6.03,275.9,55.1,N,0
30.2668,-93.2877,323.7,1.4,1.2,2022-01-23,400,Terra,MODIS,100,6.03,273.3,42.4,N,0
30.2607,-93.2855,336.4,1.4,1.2,2022-01-23,826,Aqua,MODIS,100,6.03,272.0,72.7,N,0
19.4049,-155.279,342.5,1.7,1.3,2022-01-23,854,Terra,MODIS,100,6.03,294.5,111.1,N,1
19.4029,-155.2958,330.6,1.7,1.3,2022-01-23,854,Terra,MODIS,100,6.03,290.3,69.8,N,1
19.4014,-155.2851,334.1,1.7,1.3,2022-01-23,854,Terra,MODIS,100,6.03,293.3,82.6,N,1
19.413,-155.2868,326.7,1.7,1.3,2022-01-23,854,Terra,MODIS,100,6.03,289.2,61.0,N,1
19.4121,-155.2806,328.5,1.8,1.3,2022-01-23,1147,Aqua,MODIS,100,6.03,291.8,66.0,N,1
19.4072,-155.2745,334.8,1.8,1.3,2022-01-23,1147,Aqua,MODIS,100,6.03,293.3,87.1,N,1
31.073,-95.1662,362.2,1.1,1.1,2022-01-23,1926,Aqua,MODIS,100,6.03,295.1,112.8,D,0
31.6285,-94.7253,380.9,1.1,1.0,2022-01-23,1926,Aqua,MODIS,100,6.03,298.9,176.3,D,0
30.2679,-93.2893,330.7,2.0,1.4,2022-01-24,443,Terra,MODIS,100,6.03,277.5,92.3,N,0
30.2649,-93.2831,345.0,2.0,1.4,2022-01-24,443,Terra,MODIS,100,6.03,279.1,152.3,N,0
30.2556,-93.2878,327.6,2.0,1.4,2022-01-24,443,Terra,MODIS,100,6.03,278.8,81.7,N,0
30.2589,-93.2746,324.3,3.1,1.7,2022-01-24,731,Aqua,MODIS,100,6.03,273.8,137.7,N,0
30.2586,-93.2792,324.7,3.1,1.7,2022-01-24,731,Aqua,MODIS,100,6.03,273.7,140.0,N,0
32.7144,-115.5954,323.6,2.2,1.5,2022-01-24,909,Aqua,MODIS,100,6.03,276.8,85.1,N,0
32.1884,-81.1102,362.0,1.1,1.0,2022-01-24,1831,Aqua,MODIS,100,6.03,292.3,106.6,D,0
19.4033,-155.2851,500.0,1.0,1.0,2022-01-25,2052,Terra,MODIS,100,6.03,347.7,1632.3,D,1
19.4046,-155.2946,386.6,1.0,1.0,2022-01-25,2052,Terra,MODIS,100,6.03,307.9,176.4,D,1
19.4019,-155.2756,366.1,1.0,1.0,2022-01-25,2052,Terra,MODIS,100,6.03,308.4,95.3,D,1
19.3994,-155.2873,428.1,1.8,1.3,2022-01-26,7,Aqua,MODIS,100,6.03,327.4,1052.7,D,1
19.3976,-155.304,367.9,1.8,1.3,2022-01-26,7,Aqua,MODIS,100,6.03,314.6,224.6,D,1
19.4026,-155.2805,413.8,1.8,1.3,2022-01-26,7,Aqua,MODIS,100,6.03,320.0,772.0,D,1
19.4006,-155.2975,433.6,1.8,1.3,2022-01-26,7,Aqua,MODIS,100,6.03,327.7,1168.0,D,1
19.408,-155.2844,446.7,1.1,1.1,2022-01-26,1218,Aqua,MODIS,100,6.03,316.8,807.1,N,1
19.4063,-155.2738,353.3,1.1,1.1,2022-01-26,1218,Aqua,MODIS,100,6.03,293.6,85.6,N,1
39.3328,-76.2703,399.9,1.0,1.0,2022-01-26,1820,Aqua,MODIS,100,6.03,282.4,272.9,D,3
37.1883,-108.9361,362.0,1.9,1.3,2022-01-26,1959,Aqua,MODIS,100,6.03,291.5,231.0,D,0
40.4132,-122.8243,383.8,1.4,1.2,2022-01-26,2138,Aqua,MODIS,100,6.03,292.2,272.1,D,0
40.4116,-122.8398,399.6,1.4,1.2,2022-01-26,2138,Aqua,MODIS,100,6.03,298.5,402.6,D,0
19.4014,-155.2818,383.2,1.0,1.0,2022-01-27,829,Terra,MODIS,100,6.03,302.4,174.0,N,1
19.4,-155.2913,354.8,1.0,1.0,2022-01-27,829,Terra,MODIS,100,6.03,290.3,77.3,N,1
19.4104,-155.2832,409.9,1.0,1.0,2022-01-27,829,Terra,MODIS,100,6.03,300.0,328.4,N,1
19.409,-155.2927,383.9,1.0,1.0,2022-01-27,829,Terra,MODIS,100,6.03,289.4,177.1,N,1
19.4088,-155.294,361.0,1.4,1.2,2022-01-27,2040,Terra,MODIS,100,6.03,307.7,125.0,D,1
19.4071,-155.2812,422.1,1.4,1.2,2022-01-27,2040,Terra,MODIS,100,6.03,324.7,650.6,D,1
33.1381,-115.3504,367.7,1.3,1.1,2022-01-27,2041,Aqua,MODIS,100,6.03,299.9,146.6,D,0
19.4054,-155.2796,386.1,1.1,1.1,2022-01-27,2355,Aqua,MODIS,100,6.03,316.5,203.3,D,1
19.4075,-155.2851,370.2,1.0,1.0,2022-01-28,1206,Aqua,MODIS,100,6.03,298.9,123.1,N,1
19.4061,-155.2755,338.1,1.0,1.0,2022-01-28,1206,Aqua,MODIS,100,6.03,294.4,44.6,N,1
19.4151,-155.2741,342.7,1.0,1.0,2022-01-28,1206,Aqua,MODIS,100,6.03,293.4,52.7,N,1
31.0171,-96.2705,388.6,1.0,1.0,2022-01-28,1944,Aqua,MODIS,100,6.03,295.5,194.7,D,0
31.0156,-96.281,379.9,1.0,1.0,2022-01-28,1944,Aqua,MODIS,100,6.03,295.9,154.9,D,0
19.4049,-155.2818,328.2,1.4,1.2,2022-01-29,817,Terra,MODIS,100,6.03,294.2,48.6,N,1
31.9289,-94.8142,366.5,1.0,1.0,2022-01-29,1706,Terra,MODIS,100,6.03,290.5,109.7,D,0
37.0211,-119.2188,365.9,1.0,1.0,2022-01-29,1844,Terra,MODIS,100,6.03,277.1,105.9,D,0
29.9729,-85.4805,374.2,1.1,1.1,2022-01-29,1849,Aqua,MODIS,100,6.03,290.5,155.4,D,3
19.4109,-155.2815,333.2,1.4,1.2,2022-01-30,1153,Aqua,MODIS,100,6.03,291.2,59.0,N,1
30.4418,-98.3955,364.5,2.6,1.6,2022-01-30,1749,Terra,MODIS,100,6.03,297.0,399.4,D,0
30.4367,-98.4027,369.5,2.6,1.6,2022-01-30,1749,Terra,MODIS,100,6.03,297.8,466.0,D,0
26.1465,-81.4907,363.1,4.4,1.9,2022-01-30,1930,Aqua,MODIS,100,6.03,291.3,805.8,D,0
29.5891,-92.1501,375.1,1.0,1.0,2022-01-30,1932,Aqua,MODIS,100,6.03,293.4,144.2,D,3
29.2198,-96.6199,378.0,1.2,1.1,2022-01-30,1932,Aqua,MODIS,100,6.03,300.2,187.1,D,0
29.9663,-91.8638,389.0,1.1,1.0,2022-01-30,1932,Aqua,MODIS,100,6.03,301.3,210.1,D,0
31.0696,-86.5441,374.3,2.2,1.4,2022-01-30,1932,Aqua,MODIS,100,6.03,295.2,421.2,D,0
30.9946,-93.1055,367.1,1.0,1.0,2022-01-30,1932,Aqua,MODIS,100,6.03,298.7,107.1,D,0
31.3712,-90.8946,366.8,1.2,1.1,2022-01-30,1932,Aqua,MODIS,100,6.03,298.5,137.7,D,0
31.3809,-90.8962,381.1,1.2,1.1,2022-01-30,1932,Aqua,MODIS,100,6.03,300.5,206.8,D,0
31.3907,-90.8978,362.6,1.2,1.1,2022-01-30,1932,Aqua,MODIS,100,6.03,296.0,122.0,D,0
31.0717,-93.8064,366.8,1.0,1.0,2022-01-30,1932,Aqua,MODIS,100,6.03,296.8,105.1,D,0
31.4572,-93.1585,370.3,1.0,1.0,2022-01-30,1932,Aqua,MODIS,100,6.03,296.1,115.7,D,0
31.4558,-93.1691,384.8,1.0,1.0,2022-01-30,1932,Aqua,MODIS,100,6.03,301.3,172.4,D,0
31.4543,-93.1797,378.3,1.0,1.0,2022-01-30,1932,Aqua,MODIS,100,6.03,301.5,146.9,D,0
31.4662,-93.1602,378.5,1.0,1.0,2022-01-30,1932,Aqua,MODIS,100,6.03,298.2,143.1,D,0
31.4648,-93.1708,380.4,1.0,1.0,2022-01-30,1932,Aqua,MODIS,100,6.03,300.6,148.9,D,0
31.4752,-93.1619,368.4,1.0,1.0,2022-01-30,1932,Aqua,MODIS,100,6.03,295.8,108.9,D,0
31.4737,-93.1725,373.9,1.0,1.0,2022-01-30,1932,Aqua,MODIS,100,6.03,298.3,125.4,D,0
31.4723,-93.1831,367.4,1.0,1.0,2022-01-30,1932,Aqua,MODIS,100,6.03,298.3,104.9,D,0
31.7893,-94.9554,383.1,1.0,1.0,2022-01-30,1932,Aqua,MODIS,100,6.03,301.3,167.6,D,0
32.6636,-94.1456,365.4,1.0,1.0,2022-01-30,1933,Aqua,MODIS,100,6.03,298.8,98.7,D,0
32.6621,-94.1561,360.3,1.0,1.0,2022-01-30,1933,Aqua,MODIS,100,6.03,300.4,84.0,D,0
38.0066,-95.7266,377.8,1.0,1.0,2022-01-30,1934,Aqua,MODIS,100,6.03,289.2,145.2,D,0
37.0184,-119.2227,360.8,1.0,1.0,2022-01-30,2113,Aqua,MODIS,100,6.03,292.7,92.0,D,0
19.4103,-155.2764,341.5,2.3,1.5,2022-01-31,804,Terra,MODIS,100,6.03,288.5,166.9,N,1
19.4131,-155.2717,323.4,2.3,1.5,2022-01-31,804,Terra,MODIS,100,6.03,286.1,82.1,N,1
19.4093,-155.2927,344.5,2.3,1.5,2022-01-31,804,Terra,MODIS,100,6.03,285.8,186.2,N,1
19.4064,-155.2974,330.3,2.3,1.5,2022-01-31,804,Terra,MODIS,100,6.03,284.6,110.4,N,1
19.41,-155.277,431.7,2.3,1.5,2022-01-31,1236,Aqua,MODIS,100,6.03,304.5,1669.8,N,1
19.4111,-155.2919,413.2,2.3,1.5,2022-01-31,1236,Aqua,MODIS,100,6.03,293.8,1130.9,N,1
19.407,-155.2704,410.2,2.3,1.5,2022-01-31,1236,Aqua,MODIS,100,6.03,297.0,1064.6,N,1
19.414,-155.2988,371.5,2.3,1.5,2022-01-31,1236,Aqua,MODIS,100,6.03,284.3,406.9,N,1
35.0018,-92.8248,368.2,1.0,1.0,2022-01-31,1653,Terra,MODIS,100,6.03,290.0,114.7,D,0
32.3726,-82.3188,371.0,1.1,1.0,2022-01-31,1837,Aqua,MODIS,100,6.03,299.1,131.0,D,0
32.5857,-82.7137,362.7,1.1,1.0,2022-01-31,1837,Aqua,MODIS,100,6.03,283.2,108.0,D,0
19.4085,-155.286,386.2,3.9,1.8,2022-01-31,2015,Terra,MODIS,100,6.03,309.3,1288.8,D,1
19.3976,-155.2812,376.1,3.9,1.8,2022-01-31,2015,Terra,MODIS,100,6.03,305.4,972.5,D,1
40.8335,-92.8283,322.8,1.0,1.0,2022-02-01,817,Aqua,MODIS,100,6.03,275.5,25.9,N,0
19.4082,-155.2861,380.3,1.4,1.2,2022-02-01,847,Terra,MODIS,100,6.03,275.1,0.0,N,1
30.5349,-86.9203,398.2,1.3,1.1,2022-02-01,1919,Aqua,MODIS,100,6.03,293.2,356.2,D,0
30.5334,-86.9339,375.9,1.3,1.1,2022-02-01,1919,Aqua,MODIS,100,6.03,291.5,198.7,D,0
30.5466,-86.9083,369.0,1.3,1.1,2022-02-01,1919,Aqua,MODIS,100,6.03,285.9,165.3,D,0
30.5451,-86.9218,413.8,1.3,1.1,2022-02-01,1919,Aqua,MODIS,100,6.03,299.3,511.5,D,0
30.5249,-86.9255,389.7,1.3,1.1,2022-02-01,1919,Aqua,MODIS,100,6.03,287.9,285.2,D,0
19.4045,-155.2912,427.1,1.0,1.0,2022-02-01,2058,Terra,MODIS,100,6.03,311.9,459.0,D,1
