image_name,lat,lon,date,spectrum,wildfire_event_id
19.4074_-155.2782_20220621_Infrared.png,19.4074,-155.2782,2022-06-21,Infrared,34.0
19.4074_-155.2775_20220224_Infrared.png,19.4074,-155.2775,2022-02-24,Infrared,37.0
19.4074_-155.2717_20220215_Infrared.png,19.4074,-155.2717,2022-02-15,Infrared,36.0
19.4076_-155.2876_20220311_Infrared.png,19.4076,-155.2876,2022-03-11,Infrared,22.0
19.4076_-155.2726_20220313_Infrared.png,19.4076,-155.2726,2022-03-13,Infrared,38.0
19.4076_-155.2596_20220106_Infrared.png,19.4076,-155.2596,2022-01-06,Infrared,39.0
19.4077_-155.2939_20220620_Infrared.png,19.4077,-155.2939,2022-06-20,Infrared,24.0
19.4077_-155.2728_20220225_Infrared.png,19.4077,-155.2728,2022-02-25,Infrared,36.0
19.4077_-155.2678_20220122_Infrared.png,19.4077,-155.2678,2022-01-22,Infrared,40.0
19.4078_-155.284_20220121_Infrared.png,19.4078,-155.284,2022-01-21,Infrared,21.0
19.4078_-155.2772_20220307_Infrared.png,19.4078,-155.2772,2022-03-07,Infrared,37.0
19.4079_-155.2803_20220317_Infrared.png,19.4079,-155.2803,2022-03-17,Infrared,37.0
19.408_-155.2844_20220126_Infrared.png,19.408,-155.2844,2022-01-26,Infrared,21.0
19.408_-155.2813_20220211_Infrared.png,19.408,-155.2813,2022-02-11,Infrared,21.0
19.408_-155.2758_20220115_Infrared.png,19.408,-155.2758,2022-01-15,Infrared,32.0
19.4081_-155.2822_20220606_Infrared.png,19.4081,-155.2822,2022-06-06,Infrared,34.0
19.4082_-155.2738_20220122_Infrared.png,19.4082,-155.2738,2022-01-22,Infrared,32.0
19.4083_-155.2879_20220604_Infrared.png,19.4083,-155.2879,2022-06-04,Infrared,24.0
19.4083_-155.2868_20220215_Infrared.png,19.4083,-155.2868,2022-02-15,Infrared,21.0
19.4084_-155.293_20220706_Infrared.png,19.4084,-155.293,2022-07-06,Infrared,24.0
19.4086_-155.2739_20220705_Infrared.png,19.4086,-155.2739,2022-07-05,Infrared,41.0
19.4087_-155.2896_20220307_Infrared.png,19.4087,-155.2896,2022-03-07,Infrared,25.0
19.4088_-155.294_20220127_Infrared.png,19.4088,-155.294,2022-01-27,Infrared,29.0
19.4089_-155.2879_20220224_Infrared.png,19.4089,-155.2879,2022-02-24,Infrared,25.0
19.4089_-155.287_20220311_Infrared.png,19.4089,-155.287,2022-03-11,Infrared,25.0
19.409_-155.2927_20220127_Infrared.png,19.409,-155.2927,2022-01-27,Infrared,29.0
19.409_-155.2816_20220224_Infrared.png,19.409,-155.2816,2022-02-24,Infrared,26.0
19.4091_-155.2875_20220120_Infrared.png,19.4091,-155.2875,2022-01-20,Infrared,29.0
19.4091_-155.2844_20220620_Infrared.png,19.4091,-155.2844,2022-06-20,Infrared,34.0
19.4092_-155.269_20220621_Infrared.png,19.4092,-155.269,2022-06-21,Infrared,41.0
19.4093_-155.2901_20220317_Infrared.png,19.4093,-155.2901,2022-03-17,Infrared,25.0
19.4093_-155.2881_20220210_Infrared.png,19.4093,-155.2881,2022-02-10,Infrared,25.0
19.4093_-155.2875_20220606_Infrared.png,19.4093,-155.2875,2022-06-06,Infrared,42.0
19.4093_-155.2875_20220621_Infrared.png,19.4093,-155.2875,2022-06-21,Infrared,35.0
19.4095_-155.2904_20220318_Infrared.png,19.4095,-155.2904,2022-03-18,Infrared,25.0
19.4096_-155.2845_20220215_Infrared.png,19.4096,-155.2845,2022-02-15,Infrared,26.0
19.4096_-155.2674_20220215_Infrared.png,19.4096,-155.2674,2022-02-15,Infrared,36.0
19.4097_-155.2836_20220706_Infrared.png,19.4097,-155.2836,2022-07-06,Infrared,34.0
19.4097_-155.2784_20220604_Infrared.png,19.4097,-155.2784,2022-06-04,Infrared,34.0
19.4097_-155.2743_20220101_Infrared.png,19.4097,-155.2743,2022-01-01,Infrared,32.0
19.4099_-155.2859_20220311_Infrared.png,19.4099,-155.2859,2022-03-11,Infrared,26.0
19.41_-155.2848_20220705_Infrared.png,19.41,-155.2848,2022-07-05,Infrared,34.0
19.4102_-155.2879_20220313_Infrared.png,19.4102,-155.2879,2022-03-13,Infrared,43.0
19.4103_-155.2865_20220106_Infrared.png,19.4103,-155.2865,2022-01-06,Infrared,28.0
19.4104_-155.2832_20220127_Infrared.png,19.4104,-155.2832,2022-01-27,Infrared,44.0
19.4104_-155.2805_20220106_Infrared.png,19.4104,-155.2805,2022-01-06,Infrared,45.0
19.4104_-155.2713_20220311_Infrared.png,19.4104,-155.2713,2022-03-11,Infrared,36.0
19.4104_-155.2675_20220115_Infrared.png,19.4104,-155.2675,2022-01-15,Infrared,33.0
19.4105_-155.2887_20220225_Infrared.png,19.4105,-155.2887,2022-02-25,Infrared,31.0
19.4107_-155.2823_20220313_Infrared.png,19.4107,-155.2823,2022-03-13,Infrared,37.0
19.4107_-155.2774_20220210_Infrared.png,19.4107,-155.2774,2022-02-10,Infrared,32.0
19.4107_-155.2768_20220120_Infrared.png,19.4107,-155.2768,2022-01-20,Infrared,32.0
19.4108_-155.2825_20220115_Infrared.png,19.4108,-155.2825,2022-01-15,Infrared,44.0
19.411_-155.2839_20220312_Infrared.png,19.411,-155.2839,2022-03-12,Infrared,37.0
19.4111_-155.292_20220216_Infrared.png,19.4111,-155.292,2022-02-16,Infrared,31.0
19.4111_-155.2841_20220621_Infrared.png,19.4111,-155.2841,2022-06-21,Infrared,34.0
19.4113_-155.2807_20220215_Infrared.png,19.4113,-155.2807,2022-02-15,Infrared,37.0
19.4117_-155.2821_20220225_Infrared.png,19.4117,-155.2821,2022-02-25,Infrared,37.0
19.4117_-155.2747_20220311_Infrared.png,19.4117,-155.2747,2022-03-11,Infrared,36.0
19.4119_-155.2876_20220101_Infrared.png,19.4119,-155.2876,2022-01-01,Infrared,44.0
19.412_-155.2884_20220225_Infrared.png,19.412,-155.2884,2022-02-25,Infrared,46.0
19.4121_-155.2613_20220312_Infrared.png,19.4121,-155.2613,2022-03-12,Infrared,47.0
19.4122_-155.2937_20220522_Infrared.png,19.4122,-155.2937,2022-05-22,Infrared,48.0
19.4123_-155.2934_20220106_Infrared.png,19.4123,-155.2934,2022-01-06,Infrared,49.0
19.4124_-155.2809_20220226_Infrared.png,19.4124,-155.2809,2022-02-26,Infrared,50.0
19.4126_-155.2719_20220605_Infrared.png,19.4126,-155.2719,2022-06-05,Infrared,51.0
19.4128_-155.2776_20220619_Infrared.png,19.4128,-155.2776,2022-06-19,Infrared,41.0
19.4129_-155.2726_20220224_Infrared.png,19.4129,-155.2726,2022-02-24,Infrared,52.0
19.413_-155.2838_20220312_Infrared.png,19.413,-155.2838,2022-03-12,Infrared,43.0
19.4132_-155.2961_20220122_Infrared.png,19.4132,-155.2961,2022-01-22,Infrared,53.0
19.4132_-155.285_20220308_Infrared.png,19.4132,-155.285,2022-03-08,Infrared,43.0
19.4133_-155.2877_20220106_Infrared.png,19.4133,-155.2877,2022-01-06,Infrared,44.0
19.4134_-155.286_20220621_Infrared.png,19.4134,-155.286,2022-06-21,Infrared,42.0
19.4134_-155.267_20220604_Infrared.png,19.4134,-155.267,2022-06-04,Infrared,51.0
19.4138_-155.2822_20220210_Infrared.png,19.4138,-155.2822,2022-02-10,Infrared,44.0
19.414_-155.2898_20220102_Infrared.png,19.414,-155.2898,2022-01-02,Infrared,49.0
19.414_-155.2799_20220522_Infrared.png,19.414,-155.2799,2022-05-22,Infrared,54.0
19.414_-155.2762_20220209_Infrared.png,19.414,-155.2762,2022-02-09,Infrared,52.0
19.4142_-155.2876_20220619_Infrared.png,19.4142,-155.2876,2022-06-19,Infrared,42.0
19.4142_-155.2849_20220605_Infrared.png,19.4142,-155.2849,2022-06-05,Infrared,42.0
19.4142_-155.2793_20220312_Infrared.png,19.4142,-155.2793,2022-03-12,Infrared,50.0
19.4144_-155.2895_20220115_Infrared.png,19.4144,-155.2895,2022-01-15,Infrared,49.0
19.4148_-155.2771_20220226_Infrared.png,19.4148,-155.2771,2022-02-26,Infrared,50.0
19.4149_-155.2666_20220311_Infrared.png,19.4149,-155.2666,2022-03-11,Infrared,55.0
19.415_-155.2542_20220226_Infrared.png,19.415,-155.2542,2022-02-26,Infrared,56.0
19.4152_-155.2718_20220306_Infrared.png,19.4152,-155.2718,2022-03-06,Infrared,52.0
19.4153_-155.2803_20220102_Infrared.png,19.4153,-155.2803,2022-01-02,Infrared,44.0
19.4154_-155.2815_20220226_Infrared.png,19.4154,-155.2815,2022-02-26,Infrared,50.0
19.4156_-155.2756_20220313_Infrared.png,19.4156,-155.2756,2022-03-13,Infrared,52.0
19.416_-155.2818_20220313_Infrared.png,19.416,-155.2818,2022-03-13,Infrared,50.0
19.4163_-155.2934_20220522_Infrared.png,19.4163,-155.2934,2022-05-22,Infrared,48.0
19.417_-155.293_20220209_Infrared.png,19.417,-155.293,2022-02-09,Infrared,57.0
19.417_-155.2799_20220101_Infrared.png,19.417,-155.2799,2022-01-01,Infrared,58.0
19.4173_-155.2842_20220306_Infrared.png,19.4173,-155.2842,2022-03-06,Infrared,50.0
19.4178_-155.2586_20220311_Infrared.png,19.4178,-155.2586,2022-03-11,Infrared,56.0
19.4181_-155.2841_20220226_Infrared.png,19.4181,-155.2841,2022-02-26,Infrared,59.0
19.4199_-155.293_20220311_Infrared.png,19.4199,-155.293,2022-03-11,Infrared,60.0
19.423_-155.2847_20220311_Infrared.png,19.423,-155.2847,2022-03-11,Infrared,59.0
19.7414_-155.6571_20220722_Infrared.png,19.7414,-155.6571,2022-07-22,Infrared,61.0
21.3363_-158.0113_20220221_Infrared.png,21.3363,-158.0113,2022-02-21,Infrared,62.0
25.2406_-80.7573_20220115_Infrared.png,25.2406,-80.7573,2022-01-15,Infrared,63.0
25.2422_-80.7513_20220115_Infrared.png,25.2422,-80.7513,2022-01-15,Infrared,64.0
25.9374_-81.2079_20220216_Infrared.png,25.9374,-81.2079,2022-02-16,Infrared,65.0
25.9469_-81.2098_20220216_Infrared.png,25.9469,-81.2098,2022-02-16,Infrared,66.0
26.1365_-97.5422_20220326_Infrared.png,26.1365,-97.5422,2022-03-26,Infrared,67.0
26.1388_-97.5288_20220326_Infrared.png,26.1388,-97.5288,2022-03-26,Infrared,68.0
26.1976_-80.3777_20220505_Infrared.png,26.1976,-80.3777,2022-05-05,Infrared,69.0
26.2067_-80.3794_20220505_Infrared.png,26.2067,-80.3794,2022-05-05,Infrared,70.0
26.2082_-80.369_20220505_Infrared.png,26.2082,-80.369,2022-05-05,Infrared,71.0
26.2534_-98.6678_20220313_Infrared.png,26.2534,-98.6678,2022-03-13,Infrared,72.0
26.2847_-81.0511_20220329_Infrared.png,26.2847,-81.0511,2022-03-29,Infrared,73.0
26.2863_-97.9237_20220320_Infrared.png,26.2863,-97.9237,2022-03-20,Infrared,74.0
26.2872_-81.0368_20220329_Infrared.png,26.2872,-81.0368,2022-03-29,Infrared,75.0
26.2879_-97.9369_20220320_Infrared.png,26.2879,-97.9369,2022-03-20,Infrared,76.0
26.2952_-81.0535_20220329_Infrared.png,26.2952,-81.0535,2022-03-29,Infrared,77.0
26.3776_-80.4874_20220505_Infrared.png,26.3776,-80.4874,2022-05-05,Infrared,78.0
26.3841_-80.4796_20220505_Infrared.png,26.3841,-80.4796,2022-05-05,Infrared,79.0
26.3859_-80.3961_20220505_Infrared.png,26.3859,-80.3961,2022-05-05,Infrared,80.0
26.3863_-80.5048_20220505_Infrared.png,26.3863,-80.5048,2022-05-05,Infrared,81.0
26.3902_-80.4177_20220505_Infrared.png,26.3902,-80.4177,2022-05-05,Infrared,82.0
26.4897_-80.491_20220321_Infrared.png,26.4897,-80.491,2022-03-21,Infrared,83.0
26.4912_-80.5009_20220321_Infrared.png,26.4912,-80.5009,2022-03-21,Infrared,84.0
26.5161_-80.9432_20220517_Infrared.png,26.5161,-80.9432,2022-05-17,Infrared,85.0
26.5421_-80.767_20220313_Infrared.png,26.5421,-80.767,2022-03-13,Infrared,86.0
26.5496_-80.4584_20220326_Infrared.png,26.5496,-80.4584,2022-03-26,Infrared,87.0
26.5521_-80.4725_20220326_Infrared.png,26.5521,-80.4725,2022-03-26,Infrared,88.0
26.5557_-80.4635_20220326_Infrared.png,26.5557,-80.4635,2022-03-26,Infrared,89.0
26.5938_-80.6339_20220203_Infrared.png,26.5938,-80.6339,2022-02-03,Infrared,90.0
26.6039_-80.6325_20220203_Infrared.png,26.6039,-80.6325,2022-02-03,Infrared,91.0
26.6284_-80.6238_20220321_Infrared.png,26.6284,-80.6238,2022-03-21,Infrared,92.0
26.6299_-80.6338_20220321_Infrared.png,26.6299,-80.6338,2022-03-21,Infrared,93.0
26.6905_-80.5669_20220115_Infrared.png,26.6905,-80.5669,2022-01-15,Infrared,94.0
26.7212_-80.9596_20220314_Infrared.png,26.7212,-80.9596,2022-03-14,Infrared,95.0
26.7339_-81.194_20220302_Infrared.png,26.7339,-81.194,2022-03-02,Infrared,96.0
26.7662_-97.7197_20220213_Infrared.png,26.7662,-97.7197,2022-02-13,Infrared,97.0
26.7955_-81.0972_20220221_Infrared.png,26.7955,-81.0972,2022-02-21,Infrared,98.0
26.7969_-81.086_20220221_Infrared.png,26.7969,-81.086,2022-02-21,Infrared,99.0
26.8064_-97.5613_20220301_Infrared.png,26.8064,-97.5613,2022-03-01,Infrared,100.0
26.8081_-97.5506_20220301_Infrared.png,26.8081,-97.5506,2022-03-01,Infrared,101.0
26.8156_-97.5631_20220301_Infrared.png,26.8156,-97.5631,2022-03-01,Infrared,102.0
26.8231_-80.6114_20220210_Infrared.png,26.8231,-80.6114,2022-02-10,Infrared,103.0
26.827_-80.6043_20220210_Infrared.png,26.827,-80.6043,2022-02-10,Infrared,104.0
26.8816_-97.7941_20220301_Infrared.png,26.8816,-97.7941,2022-03-01,Infrared,105.0
26.9463_-98.0453_20220331_Infrared.png,26.9463,-98.0453,2022-03-31,Infrared,106.0
26.9555_-98.0472_20220331_Infrared.png,26.9555,-98.0472,2022-03-31,Infrared,107.0
26.9597_-98.0816_20220331_Infrared.png,26.9597,-98.0816,2022-03-31,Infrared,108.0
26.9614_-98.0708_20220331_Infrared.png,26.9614,-98.0708,2022-03-31,Infrared,109.0
26.969_-98.0835_20220331_Infrared.png,26.969,-98.0835,2022-03-31,Infrared,110.0
26.9895_-97.7758_20220105_Infrared.png,26.9895,-97.7758,2022-01-05,Infrared,111.0
26.9916_-97.7637_20220105_Infrared.png,26.9916,-97.7637,2022-01-05,Infrared,112.0
26.9946_-97.7488_20220105_Infrared.png,26.9946,-97.7488,2022-01-05,Infrared,113.0
27.0172_-98.0621_20220629_Infrared.png,27.0172,-98.0621,2022-06-29,Infrared,114.0
27.0259_-81.2205_20220328_Infrared.png,27.0259,-81.2205,2022-03-28,Infrared,115.0
27.0371_-98.3124_20220710_Infrared.png,27.0371,-98.3124,2022-07-10,Infrared,116.0
27.0385_-98.3024_20220710_Infrared.png,27.0385,-98.3024,2022-07-10,Infrared,117.0
27.0448_-98.3095_20220710_Infrared.png,27.0448,-98.3095,2022-07-10,Infrared,118.0
27.0514_-98.3334_20220710_Infrared.png,27.0514,-98.3334,2022-07-10,Infrared,119.0
27.0529_-98.3222_20220710_Infrared.png,27.0529,-98.3222,2022-07-10,Infrared,120.0
27.0609_-98.3349_20220710_Infrared.png,27.0609,-98.3349,2022-07-10,Infrared,121.0
27.0623_-98.3237_20220710_Infrared.png,27.0623,-98.3237,2022-07-10,Infrared,122.0
27.0651_-98.3415_20220710_Infrared.png,27.0651,-98.3415,2022-07-10,Infrared,123.0
27.0664_-98.3302_20220710_Infrared.png,27.0664,-98.3302,2022-07-10,Infrared,124.0
27.0745_-98.343_20220710_Infrared.png,27.0745,-98.343,2022-07-10,Infrared,125.0
27.1028_-98.1497_20220330_Infrared.png,27.1028,-98.1497,2022-03-30,Infrared,126.0
27.1261_-98.2921_20220302_Infrared.png,27.1261,-98.2921,2022-03-02,Infrared,127.0
27.1351_-98.2906_20220302_Infrared.png,27.1351,-98.2906,2022-03-02,Infrared,128.0
27.1603_-82.2931_20220318_Infrared.png,27.1603,-82.2931,2022-03-18,Infrared,129.0
27.2236_-82.253_20220506_Infrared.png,27.2236,-82.253,2022-05-06,Infrared,130.0
27.2265_-82.1969_20220526_Infrared.png,27.2265,-82.1969,2022-05-26,Infrared,131.0
27.2283_-82.2133_20220526_Infrared.png,27.2283,-82.2133,2022-05-26,Infrared,132.0
27.2562_-97.9583_20220331_Infrared.png,27.2562,-97.9583,2022-03-31,Infrared,133.0
27.2579_-97.9476_20220331_Infrared.png,27.2579,-97.9476,2022-03-31,Infrared,134.0
27.2604_-97.9925_20220331_Infrared.png,27.2604,-97.9925,2022-03-31,Infrared,135.0
27.2621_-97.9817_20220331_Infrared.png,27.2621,-97.9817,2022-03-31,Infrared,136.0
27.2696_-97.9943_20220331_Infrared.png,27.2696,-97.9943,2022-03-31,Infrared,137.0
27.2713_-97.9835_20220331_Infrared.png,27.2713,-97.9835,2022-03-31,Infrared,138.0
27.273_-97.9728_20220331_Infrared.png,27.273,-97.9728,2022-03-31,Infrared,139.0
27.2741_-81.1862_20220202_Infrared.png,27.2741,-81.1862,2022-02-02,Infrared,140.0
27.277_-81.1703_20220202_Infrared.png,27.277,-81.1703,2022-02-02,Infrared,141.0
27.2805_-97.9854_20220331_Infrared.png,27.2805,-97.9854,2022-03-31,Infrared,142.0
27.2822_-97.9746_20220331_Infrared.png,27.2822,-97.9746,2022-03-31,Infrared,143.0
27.2834_-98.2813_20220606_Infrared.png,27.2834,-98.2813,2022-06-06,Infrared,144.0
27.2897_-97.9872_20220331_Infrared.png,27.2897,-97.9872,2022-03-31,Infrared,145.0
27.2914_-97.9764_20220331_Infrared.png,27.2914,-97.9764,2022-03-31,Infrared,146.0
27.2931_-97.9657_20220331_Infrared.png,27.2931,-97.9657,2022-03-31,Infrared,147.0
27.2937_-98.6049_20220218_Infrared.png,27.2937,-98.6049,2022-02-18,Infrared,148.0
27.299_-97.9891_20220331_Infrared.png,27.299,-97.9891,2022-03-31,Infrared,149.0
27.3006_-97.9783_20220331_Infrared.png,27.3006,-97.9783,2022-03-31,Infrared,150.0
27.3023_-97.9675_20220331_Infrared.png,27.3023,-97.9675,2022-03-31,Infrared,151.0
27.3063_-97.9852_20220331_Infrared.png,27.3063,-97.9852,2022-03-31,Infrared,152.0
27.308_-97.9744_20220331_Infrared.png,27.308,-97.9744,2022-03-31,Infrared,153.0
27.3097_-97.9637_20220331_Infrared.png,27.3097,-97.9637,2022-03-31,Infrared,154.0
27.3155_-97.987_20220331_Infrared.png,27.3155,-97.987,2022-03-31,Infrared,155.0
27.3172_-97.9763_20220331_Infrared.png,27.3172,-97.9763,2022-03-31,Infrared,156.0
27.3189_-97.9655_20220331_Infrared.png,27.3189,-97.9655,2022-03-31,Infrared,157.0
27.3248_-97.9889_20220331_Infrared.png,27.3248,-97.9889,2022-03-31,Infrared,158.0
27.3264_-97.9781_20220331_Infrared.png,27.3264,-97.9781,2022-03-31,Infrared,159.0
27.3301_-98.3124_20220217_Infrared.png,27.3301,-98.3124,2022-02-17,Infrared,160.0
